Entry ID,[Filter],[EC ID],[EC JP Name],Type ID,[Type Name],Task ID,[Task Name],Param ID,[Param Name]
600,*,96,Stonebeak,0,Branch,30,Always,1000,Go to 1000
700,*,96,Stonebeak,1,Action,550,Attack,2,Random PC
800,*,96,Stonebeak,1,Action,552,Run,-1,None
900,*,96,Stonebeak,1,Action,93,疲労ブレス,2,Random PC
1000,*,96,Stonebeak,1,Action,551,Guard,-1,None
100,*,97,Razorbeak,0,Branch,44,1st PC ΔLevel > 3,300,Go to 300
200,*,97,Razorbeak,0,Branch,30,Always,400,Go to 400
300,*,97,Razorbeak,0,Branch,27,Rating 70%,800,Go to 800
400,*,97,Razorbeak,0,Branch,26,Rating 60%,700,Go to 700
500,*,97,Razorbeak,0,Branch,28,Rating 80%,900,Go to 900
600,*,97,Razorbeak,0,Branch,30,Always,1000,Go to 1000
700,*,97,Razorbeak,1,Action,550,Attack,2,Random PC
800,*,97,Razorbeak,1,Action,552,Run,-1,None
900,*,97,Razorbeak,1,Action,93,疲労ブレス,2,Random PC
1000,*,97,Razorbeak,1,Action,551,Guard,-1,None
100,*,98,Stalk Fiend,0,Branch,11,Turn 1,600,Go to 600
200,*,98,Stalk Fiend,0,Branch,12,Turn 2,900,Go to 900
300,*,98,Stalk Fiend,0,Branch,28,Rating 80%,1100,Go to 1100
400,*,98,Stalk Fiend,0,Branch,25,Rating 50%,1300,Go to 1300
500,*,98,Stalk Fiend,0,Branch,30,Always,1500,Go to 1500
600,*,98,Stalk Fiend,0,Branch,26,Rating 60%,1100,Go to 1100
700,*,98,Stalk Fiend,0,Branch,25,Rating 50%,1200,Go to 1200
800,*,98,Stalk Fiend,0,Branch,25,Rating 50%,1400,Go to 1400
900,*,98,Stalk Fiend,0,Branch,23,Rating 30%,1100,Go to 1100
1000,*,98,Stalk Fiend,0,Branch,30,Always,1300,Go to 1300
1100,*,98,Stalk Fiend,1,Action,550,Attack,2,Random PC
1200,*,98,Stalk Fiend,1,Action,551,Guard,-1,None
1300,*,98,Stalk Fiend,1,Action,507,サプリィ,7,EC w/ Least HP
1400,*,98,Stalk Fiend,1,Action,513,クイッカ,-1,None
1500,*,98,Stalk Fiend,1,Action,100,Ж術？,-1,None
100,*,99,Kantor,0,Branch,50,Used S-Move?,400,Go to 400
200,*,99,Kantor,0,Branch,23,Rating 30%,600,Go to 600
300,*,99,Kantor,0,Branch,30,Always,700,Go to 700
400,*,99,Kantor,0,Branch,27,Rating 70%,600,Go to 600
500,*,99,Kantor,0,Branch,30,Always,700,Go to 700
600,*,99,Kantor,1,Action,550,Attack,2,Random PC
700,*,99,Kantor,1,Action,5,怒雷,2,Random PC
100,*,100,Shadow,0,Branch,11,Turn 1,400,Go to 400
200,*,100,Shadow,0,Branch,12,Turn 2,500,Go to 500
300,*,100,Shadow,0,Branch,30,Always,600,Go to 600
400,*,100,Shadow,0,Branch,24,Rating 40%,1200,Go to 1200
500,*,100,Shadow,0,Branch,22,Rating 20%,1200,Go to 1200
600,*,100,Shadow,0,Branch,24,Rating 40%,1000,Go to 1000
700,*,100,Shadow,0,Branch,25,Rating 50%,1300,Go to 1300
800,*,100,Shadow,0,Branch,27,Rating 70%,1400,Go to 1400
900,*,100,Shadow,0,Branch,30,Always,1100,Go to 1100
1000,*,100,Shadow,1,Action,550,Attack,4,PC w/ Least HP
1100,*,100,Shadow,1,Action,551,Guard,-1,None
1200,*,100,Shadow,1,Action,502,サイレシャ,20,PC w/ Most Will
1300,*,100,Shadow,1,Action,522,ウェボーン,2,Random PC
1400,*,100,Shadow,1,Action,12,チェックメイト,3,PC w/ Most HP
100,*,101,Assassin,0,Branch,11,Turn 1,400,Go to 400
200,*,101,Assassin,0,Branch,12,Turn 2,500,Go to 500
300,*,101,Assassin,0,Branch,30,Always,600,Go to 600
400,*,101,Assassin,0,Branch,22,Rating 20%,1200,Go to 1200
500,*,101,Assassin,0,Branch,21,Rating 10%,1200,Go to 1200
600,*,101,Assassin,0,Branch,25,Rating 50%,1000,Go to 1000
700,*,101,Assassin,0,Branch,21,Rating 10%,1300,Go to 1300
800,*,101,Assassin,0,Branch,27,Rating 70%,1400,Go to 1400
900,*,101,Assassin,0,Branch,30,Always,1100,Go to 1100
1000,*,101,Assassin,1,Action,550,Attack,4,PC w/ Least HP
1100,*,101,Assassin,1,Action,551,Guard,-1,None
1200,*,101,Assassin,1,Action,502,サイレシャ,20,PC w/ Most Will
1300,*,101,Assassin,1,Action,522,ウェボーン,2,Random PC
1400,*,101,Assassin,1,Action,12,チェックメイト,3,PC w/ Most HP
100,*,102,Officer,0,Branch,5,Got Hit by Spell?,1200,Go to 1200
200,*,102,Officer,0,Branch,38,Any EC HP < 50%,800,Go to 800
300,*,102,Officer,0,Branch,25,Rating 50%,1500,Go to 1500
400,*,102,Officer,0,Branch,24,Rating 40%,1700,Go to 1700
500,*,102,Officer,0,Branch,25,Rating 50%,1800,Go to 1800
600,*,102,Officer,0,Branch,28,Rating 80%,1900,Go to 1900
700,*,102,Officer,0,Branch,30,Always,1600,Go to 1600
800,*,102,Officer,0,Branch,23,Rating 30%,1800,Go to 1800
900,*,102,Officer,0,Branch,24,Rating 40%,1700,Go to 1700
1000,*,102,Officer,0,Branch,31,Used Sacri Spells ≥ 1,1200,Go to 1200
1100,*,102,Officer,0,Branch,30,Always,1600,Go to 1600
1200,*,102,Officer,0,Branch,24,Rating 40%,1500,Go to 1500
1300,*,102,Officer,0,Branch,25,Rating 50%,1700,Go to 1700
1400,*,102,Officer,0,Branch,30,Always,1800,Go to 1800
1500,*,102,Officer,1,Action,550,Attack,2,Random PC
1600,*,102,Officer,1,Action,507,サプリィ,7,EC w/ Least HP
1700,*,102,Officer,1,Action,534,ボルテス,2,Random PC
1800,*,102,Officer,1,Action,19,反撃の構え,-1,None
1900,*,102,Officer,1,Action,551,Guard,-1,None
100,*,103,Mage Warden,0,Branch,11,Turn 1,400,Go to 400
200,*,103,Mage Warden,0,Branch,12,Turn 2,400,Go to 400
300,*,103,Mage Warden,0,Branch,30,Always,1200,Go to 1200
400,*,103,Mage Warden,0,Branch,35,Used State Spells ≥ 1,700,Go to 700
500,*,103,Mage Warden,0,Branch,24,Rating 40%,2000,Go to 2000
600,*,103,Mage Warden,0,Branch,25,Rating 50%,2100,Go to 2100
700,*,103,Mage Warden,0,Branch,22,Rating 20%,2500,Go to 2500
800,*,103,Mage Warden,0,Branch,21,Rating 10%,1800,Go to 1800
900,*,103,Mage Warden,0,Branch,21,Rating 10%,1900,Go to 1900
1000,*,103,Mage Warden,0,Branch,25,Rating 50%,2400,Go to 2400
1100,*,103,Mage Warden,0,Branch,30,Always,2300,Go to 2300
1200,*,103,Mage Warden,0,Branch,31,Used Sacri Spells ≥ 1,700,Go to 700
1300,*,103,Mage Warden,0,Branch,1,HP < 50%,1600,Go to 1600
1400,*,103,Mage Warden,0,Branch,39,Any EC HP < 25%,1600,Go to 1600
1500,*,103,Mage Warden,0,Branch,30,Always,700,Go to 700
1600,*,103,Mage Warden,0,Branch,24,Rating 40%,2200,Go to 2200
1700,*,103,Mage Warden,0,Branch,30,Always,700,Go to 700
1800,*,103,Mage Warden,1,Action,550,Attack,1,Same PC
1900,*,103,Mage Warden,1,Action,551,Guard,-1,None
2000,*,103,Mage Warden,1,Action,502,サイレシャ,15,PC w/o Silence
2100,*,103,Mage Warden,1,Action,504,ダウナ,17,PC w/o Weak
2200,*,103,Mage Warden,1,Action,507,サプリィ,7,EC w/ Least HP
2300,*,103,Mage Warden,1,Action,531,ウェイベス,2,Random PC
2400,*,103,Mage Warden,1,Action,528,グラシェス,2,Random PC
2500,*,103,Mage Warden,1,Action,37,ガッツ,-1,None
100,*,104,Shock Troop,0,Branch,42,Used Sacri Crystals ≥ 1,500,Go to 500
200,*,104,Shock Troop,0,Branch,38,Any EC HP < 50%,400,Go to 400
300,*,104,Shock Troop,0,Branch,30,Always,500,Go to 500
400,*,104,Shock Troop,0,Branch,22,Rating 20%,900,Go to 900
500,*,104,Shock Troop,0,Branch,21,Rating 10%,1000,Go to 1000
600,*,104,Shock Troop,0,Branch,23,Rating 30%,800,Go to 800
700,*,104,Shock Troop,1,Action,550,Attack,2,Random PC
800,*,104,Shock Troop,1,Action,71,毒ガス爆弾,19,PC w/o Poison
900,*,104,Shock Troop,1,Action,72,サプハネの葉,-1,None
1000,*,104,Shock Troop,1,Action,551,Guard,-1,None
100,*,105,Red Guard,0,Branch,21,Rating 10%,500,Go to 500
200,*,105,Red Guard,0,Branch,23,Rating 30%,400,Go to 400
300,*,105,Red Guard,1,Action,550,Attack,2,Random PC
400,*,105,Red Guard,1,Action,70,手りゅう弾,2,Random PC
500,*,105,Red Guard,1,Action,551,Guard,-1,None
100,*,106,Elite Guard,0,Branch,42,Used Sacri Crystals ≥ 1,500,Go to 500
200,*,106,Elite Guard,0,Branch,38,Any EC HP < 50%,400,Go to 400
300,*,106,Elite Guard,0,Branch,30,Always,500,Go to 500
400,*,106,Elite Guard,0,Branch,23,Rating 30%,900,Go to 900
500,*,106,Elite Guard,0,Branch,21,Rating 10%,1000,Go to 1000
600,*,106,Elite Guard,0,Branch,23,Rating 30%,800,Go to 800
700,*,106,Elite Guard,1,Action,550,Attack,2,Random PC
800,*,106,Elite Guard,1,Action,71,毒ガス爆弾,19,PC w/o Poison
900,*,106,Elite Guard,1,Action,72,サプハネの葉,-1,None
1000,*,106,Elite Guard,1,Action,551,Guard,-1,None
100,*,107,Jynnus,0,Branch,44,1st PC ΔLevel > 3,300,Go to 300
200,*,107,Jynnus,0,Branch,30,Always,400,Go to 400
300,*,107,Jynnus,0,Branch,27,Rating 70%,1600,Go to 1600
400,*,107,Jynnus,0,Branch,25,Rating 50%,1400,Go to 1400
500,*,107,Jynnus,0,Branch,24,Rating 40%,800,Go to 800
600,*,107,Jynnus,0,Branch,27,Rating 70%,1100,Go to 1100
700,*,107,Jynnus,0,Branch,30,Always,1500,Go to 1500
800,*,107,Jynnus,0,Branch,25,Rating 50%,1700,Go to 1700
900,*,107,Jynnus,0,Branch,24,Rating 40%,1800,Go to 1800
1000,*,107,Jynnus,0,Branch,30,Always,1900,Go to 1900
1100,*,107,Jynnus,0,Branch,16,Has Silence?,2100,Go to 2100
1200,*,107,Jynnus,0,Branch,36,Used State Spells ≥ 2,2100,Go to 2100
1300,*,107,Jynnus,0,Branch,30,Always,2000,Go to 2000
1400,*,107,Jynnus,1,Action,550,Attack,2,Random PC
1500,*,107,Jynnus,1,Action,551,Guard,-1,None
1600,*,107,Jynnus,1,Action,552,Run,-1,None
1700,*,107,Jynnus,1,Action,69,仲間を呼ぶ,-1,None
1800,*,107,Jynnus,1,Action,73,仲間を呼ぶ,-1,None
1900,*,107,Jynnus,1,Action,109,仲間を呼ぶ,-1,None
2000,*,107,Jynnus,1,Action,517,ジェダ,2,Random PC
2100,*,107,Jynnus,1,Action,100,Ж術？,-1,None
100,*,108,Hydra Elite,0,Branch,17,ECs Alive = 1,1200,Go to 1200
200,*,108,Hydra Elite,0,Branch,16,Has Silence?,800,Go to 800
300,*,108,Hydra Elite,0,Branch,21,Rating 10%,1600,Go to 1600
400,*,108,Hydra Elite,0,Branch,23,Rating 30%,1700,Go to 1700
500,*,108,Hydra Elite,0,Branch,23,Rating 30%,1800,Go to 1800
600,*,108,Hydra Elite,0,Branch,28,Rating 80%,1500,Go to 1500
700,*,108,Hydra Elite,0,Branch,30,Always,1900,Go to 1900
800,*,108,Hydra Elite,0,Branch,22,Rating 20%,1600,Go to 1600
900,*,108,Hydra Elite,0,Branch,24,Rating 40%,1700,Go to 1700
1000,*,108,Hydra Elite,0,Branch,28,Rating 80%,1500,Go to 1500
1100,*,108,Hydra Elite,0,Branch,30,Always,1900,Go to 1900
1200,*,108,Hydra Elite,0,Branch,24,Rating 40%,1600,Go to 1600
1300,*,108,Hydra Elite,0,Branch,25,Rating 50%,1700,Go to 1700
1400,*,108,Hydra Elite,0,Branch,30,Always,1500,Go to 1500
1500,*,108,Hydra Elite,1,Action,550,Attack,2,Random PC
1600,*,108,Hydra Elite,1,Action,119,キャノンボールΔ,3,PC w/ Most HP
1700,*,108,Hydra Elite,1,Action,251,ブロードソニック,2,Random PC
1800,*,108,Hydra Elite,1,Action,535,ボルドーラ,2,Random PC
1900,*,108,Hydra Elite,1,Action,551,Guard,-1,None
100,*,109,Yulooper,0,Branch,1,HP < 50%,1000,Go to 1000
200,*,109,Yulooper,0,Branch,25,Rating 50%,1000,Go to 1000
300,*,109,Yulooper,0,Branch,24,Rating 40%,800,Go to 800
400,*,109,Yulooper,0,Branch,23,Rating 30%,900,Go to 900
500,*,109,Yulooper,0,Branch,16,Has Silence?,1200,Go to 1200
600,*,109,Yulooper,0,Branch,34,Used Attack Spells ≥ 2,1200,Go to 1200
700,*,109,Yulooper,0,Branch,30,Always,1100,Go to 1100
800,*,109,Yulooper,1,Action,550,Attack,2,Random PC
900,*,109,Yulooper,1,Action,551,Guard,-1,None
1000,*,109,Yulooper,1,Action,552,Run,-1,None
1100,*,109,Yulooper,1,Action,533,ボルティ,-1,None
1200,*,109,Yulooper,1,Action,100,Ж術？,-1,None
100,*,110,Hunter,0,Branch,45,1st PC ΔLevel > 7,300,Go to 300
200,*,110,Hunter,0,Branch,30,Always,400,Go to 400
300,*,110,Hunter,0,Branch,28,Rating 80%,1100,Go to 1100
400,*,110,Hunter,0,Branch,44,1st PC ΔLevel > 3,600,Go to 600
500,*,110,Hunter,0,Branch,30,Always,700,Go to 700
600,*,110,Hunter,0,Branch,24,Rating 40%,1100,Go to 1100
700,*,110,Hunter,0,Branch,50,Used S-Move?,900,Go to 900
800,*,110,Hunter,0,Branch,24,Rating 40%,1000,Go to 1000
900,*,110,Hunter,1,Action,550,Attack,2,Random PC
1000,*,110,Hunter,1,Action,4,レーザー,2,Random PC
1100,*,110,Hunter,1,Action,552,Run,-1,None
100,*,111,Zivilyn Bane,0,Branch,11,Turn 1,1500,Go to 1500
200,*,111,Zivilyn Bane,0,Branch,50,Used S-Move?,500,Go to 500
300,*,111,Zivilyn Bane,0,Branch,22,Rating 20%,1600,Go to 1600
400,*,111,Zivilyn Bane,0,Branch,30,Always,1800,Go to 1800
500,*,111,Zivilyn Bane,0,Branch,62,PCs Alive = 1,900,Go to 900
600,*,111,Zivilyn Bane,0,Branch,63,PCs Alive = 2,900,Go to 900
700,*,111,Zivilyn Bane,0,Branch,14,Turn 4,1200,Go to 1200
800,*,111,Zivilyn Bane,0,Branch,37,Turn ≥ 5,1200,Go to 1200
900,*,111,Zivilyn Bane,0,Branch,27,Rating 70%,1600,Go to 1600
1000,*,111,Zivilyn Bane,0,Branch,27,Rating 70%,1900,Go to 1900
1100,*,111,Zivilyn Bane,0,Branch,30,Always,1700,Go to 1700
1200,*,111,Zivilyn Bane,0,Branch,25,Rating 50%,1900,Go to 1900
1300,*,111,Zivilyn Bane,0,Branch,28,Rating 80%,1600,Go to 1600
1400,*,111,Zivilyn Bane,0,Branch,30,Always,1700,Go to 1700
1500,*,111,Zivilyn Bane,0,Branch,25,Rating 50%,1800,Go to 1800
1600,*,111,Zivilyn Bane,1,Action,550,Attack,2,Random PC
1700,*,111,Zivilyn Bane,1,Action,551,Guard,-1,None
1800,*,111,Zivilyn Bane,1,Action,22,発破,2,Random PC
1900,*,111,Zivilyn Bane,1,Action,22,発破,3,PC w/ Most HP
100,*,112,Zivilyn Bane,0,Branch,11,Turn 1,1100,Go to 1100
200,*,112,Zivilyn Bane,0,Branch,50,Used S-Move?,500,Go to 500
300,*,112,Zivilyn Bane,0,Branch,22,Rating 20%,1400,Go to 1400
400,*,112,Zivilyn Bane,0,Branch,30,Always,1600,Go to 1600
500,*,112,Zivilyn Bane,0,Branch,62,PCs Alive = 1,800,Go to 800
600,*,112,Zivilyn Bane,0,Branch,14,Turn 4,1100,Go to 1100
700,*,112,Zivilyn Bane,0,Branch,37,Turn ≥ 5,1100,Go to 1100
800,*,112,Zivilyn Bane,0,Branch,27,Rating 70%,1400,Go to 1400
900,*,112,Zivilyn Bane,0,Branch,27,Rating 70%,1600,Go to 1600
1000,*,112,Zivilyn Bane,0,Branch,30,Always,1500,Go to 1500
1100,*,112,Zivilyn Bane,0,Branch,25,Rating 50%,1600,Go to 1600
1200,*,112,Zivilyn Bane,0,Branch,28,Rating 80%,1400,Go to 1400
1300,*,112,Zivilyn Bane,0,Branch,30,Always,1500,Go to 1500
1400,*,112,Zivilyn Bane,1,Action,550,Attack,4,PC w/ Least HP
1500,*,112,Zivilyn Bane,1,Action,551,Guard,-1,None
1600,*,112,Zivilyn Bane,1,Action,22,発破,2,Random PC
100,*,113,Zivilyn Bane,0,Branch,11,Turn 1,400,Go to 400
200,*,113,Zivilyn Bane,0,Branch,12,Turn 2,600,Go to 600
300,*,113,Zivilyn Bane,0,Branch,30,Always,800,Go to 800
400,*,113,Zivilyn Bane,0,Branch,27,Rating 70%,1400,Go to 1400
500,*,113,Zivilyn Bane,0,Branch,30,Always,1500,Go to 1500
600,*,113,Zivilyn Bane,0,Branch,50,Used S-Move?,1400,Go to 1400
700,*,113,Zivilyn Bane,0,Branch,30,Always,1500,Go to 1500
800,*,113,Zivilyn Bane,0,Branch,50,Used S-Move?,1100,Go to 1100
900,*,113,Zivilyn Bane,0,Branch,23,Rating 30%,1400,Go to 1400
1000,*,113,Zivilyn Bane,0,Branch,30,Always,1500,Go to 1500
1100,*,113,Zivilyn Bane,0,Branch,27,Rating 70%,1400,Go to 1400
1200,*,113,Zivilyn Bane,0,Branch,26,Rating 60%,1500,Go to 1500
1300,*,113,Zivilyn Bane,0,Branch,30,Always,1600,Go to 1600
1400,*,113,Zivilyn Bane,1,Action,550,Attack,4,PC w/ Least HP
1500,*,113,Zivilyn Bane,1,Action,22,発破,2,Random PC
1600,*,113,Zivilyn Bane,1,Action,551,Guard,-1,None
100,*,114,Zivilyn Bane,0,Branch,11,Turn 1,400,Go to 400
200,*,114,Zivilyn Bane,0,Branch,12,Turn 2,600,Go to 600
300,*,114,Zivilyn Bane,0,Branch,30,Always,800,Go to 800
400,*,114,Zivilyn Bane,0,Branch,27,Rating 70%,1400,Go to 1400
500,*,114,Zivilyn Bane,0,Branch,30,Always,1500,Go to 1500
600,*,114,Zivilyn Bane,0,Branch,50,Used S-Move?,1400,Go to 1400
700,*,114,Zivilyn Bane,0,Branch,30,Always,1500,Go to 1500
800,*,114,Zivilyn Bane,0,Branch,50,Used S-Move?,1100,Go to 1100
900,*,114,Zivilyn Bane,0,Branch,23,Rating 30%,1400,Go to 1400
1000,*,114,Zivilyn Bane,0,Branch,30,Always,1500,Go to 1500
1100,*,114,Zivilyn Bane,0,Branch,27,Rating 70%,1400,Go to 1400
1200,*,114,Zivilyn Bane,0,Branch,26,Rating 60%,1500,Go to 1500
1300,*,114,Zivilyn Bane,0,Branch,30,Always,1600,Go to 1600
1400,*,114,Zivilyn Bane,1,Action,550,Attack,4,PC w/ Least HP
1500,*,114,Zivilyn Bane,1,Action,22,発破,2,Random PC
1600,*,114,Zivilyn Bane,1,Action,551,Guard,-1,None
100,*,115,Zivilyn Bane,0,Branch,11,Turn 1,400,Go to 400
200,*,115,Zivilyn Bane,0,Branch,12,Turn 2,600,Go to 600
300,*,115,Zivilyn Bane,0,Branch,30,Always,800,Go to 800
400,*,115,Zivilyn Bane,0,Branch,27,Rating 70%,1400,Go to 1400
500,*,115,Zivilyn Bane,0,Branch,30,Always,1500,Go to 1500
600,*,115,Zivilyn Bane,0,Branch,50,Used S-Move?,1400,Go to 1400
700,*,115,Zivilyn Bane,0,Branch,30,Always,1500,Go to 1500
800,*,115,Zivilyn Bane,0,Branch,50,Used S-Move?,1100,Go to 1100
900,*,115,Zivilyn Bane,0,Branch,23,Rating 30%,1400,Go to 1400
1000,*,115,Zivilyn Bane,0,Branch,30,Always,1500,Go to 1500
1100,*,115,Zivilyn Bane,0,Branch,27,Rating 70%,1400,Go to 1400
1200,*,115,Zivilyn Bane,0,Branch,26,Rating 60%,1500,Go to 1500
1300,*,115,Zivilyn Bane,0,Branch,30,Always,1600,Go to 1600
1400,*,115,Zivilyn Bane,1,Action,550,Attack,4,PC w/ Least HP
1500,*,115,Zivilyn Bane,1,Action,22,発破,2,Random PC
1600,*,115,Zivilyn Bane,1,Action,551,Guard,-1,None
100,*,116,Zivilyn Bane,0,Branch,11,Turn 1,400,Go to 400
200,*,116,Zivilyn Bane,0,Branch,12,Turn 2,600,Go to 600
300,*,116,Zivilyn Bane,0,Branch,30,Always,800,Go to 800
400,*,116,Zivilyn Bane,0,Branch,27,Rating 70%,1400,Go to 1400
500,*,116,Zivilyn Bane,0,Branch,30,Always,1500,Go to 1500
600,*,116,Zivilyn Bane,0,Branch,50,Used S-Move?,1400,Go to 1400
700,*,116,Zivilyn Bane,0,Branch,30,Always,1500,Go to 1500
800,*,116,Zivilyn Bane,0,Branch,50,Used S-Move?,1100,Go to 1100
900,*,116,Zivilyn Bane,0,Branch,23,Rating 30%,1400,Go to 1400
1000,*,116,Zivilyn Bane,0,Branch,30,Always,1500,Go to 1500
1100,*,116,Zivilyn Bane,0,Branch,27,Rating 70%,1400,Go to 1400
1200,*,116,Zivilyn Bane,0,Branch,26,Rating 60%,1500,Go to 1500
1300,*,116,Zivilyn Bane,0,Branch,30,Always,1600,Go to 1600
1400,*,116,Zivilyn Bane,1,Action,550,Attack,4,PC w/ Least HP
1500,*,116,Zivilyn Bane,1,Action,22,発破,2,Random PC
1600,*,116,Zivilyn Bane,1,Action,551,Guard,-1,None
100,*,117,Zivilyn Bane,0,Branch,11,Turn 1,400,Go to 400
200,*,117,Zivilyn Bane,0,Branch,12,Turn 2,600,Go to 600
300,*,117,Zivilyn Bane,0,Branch,30,Always,800,Go to 800
400,*,117,Zivilyn Bane,0,Branch,27,Rating 70%,1300,Go to 1300
500,*,117,Zivilyn Bane,0,Branch,30,Always,1400,Go to 1400
600,*,117,Zivilyn Bane,0,Branch,50,Used S-Move?,1300,Go to 1300
700,*,117,Zivilyn Bane,0,Branch,30,Always,1400,Go to 1400
800,*,117,Zivilyn Bane,0,Branch,50,Used S-Move?,1100,Go to 1100
900,*,117,Zivilyn Bane,0,Branch,23,Rating 30%,1300,Go to 1300
1000,*,117,Zivilyn Bane,0,Branch,30,Always,1400,Go to 1400
1100,*,117,Zivilyn Bane,0,Branch,27,Rating 70%,1300,Go to 1300
1200,*,117,Zivilyn Bane,0,Branch,26,Rating 60%,1400,Go to 1400
1300,*,117,Zivilyn Bane,1,Action,550,Attack,4,PC w/ Least HP
1400,*,117,Zivilyn Bane,1,Action,22,発破,2,Random PC
100,*,118,Hunter,0,Branch,45,1st PC ΔLevel > 7,300,Go to 300
200,*,118,Hunter,0,Branch,30,Always,400,Go to 400
300,*,118,Hunter,0,Branch,28,Rating 80%,1100,Go to 1100
400,*,118,Hunter,0,Branch,44,1st PC ΔLevel > 3,600,Go to 600
500,*,118,Hunter,0,Branch,30,Always,700,Go to 700
600,*,118,Hunter,0,Branch,24,Rating 40%,1100,Go to 1100
700,*,118,Hunter,0,Branch,50,Used S-Move?,900,Go to 900
800,*,118,Hunter,0,Branch,24,Rating 40%,1000,Go to 1000
900,*,118,Hunter,1,Action,550,Attack,2,Random PC
1000,*,118,Hunter,1,Action,4,レーザー,2,Random PC
1100,*,118,Hunter,1,Action,552,Run,-1,None
100,*,119,Delvax,0,Branch,45,1st PC ΔLevel > 7,300,Go to 300
200,*,119,Delvax,0,Branch,30,Always,400,Go to 400
300,*,119,Delvax,0,Branch,28,Rating 80%,1000,Go to 1000
400,*,119,Delvax,0,Branch,44,1st PC ΔLevel > 3,600,Go to 600
500,*,119,Delvax,0,Branch,30,Always,700,Go to 700
600,*,119,Delvax,0,Branch,24,Rating 40%,1000,Go to 1000
700,*,119,Delvax,0,Branch,22,Rating 20%,900,Go to 900
800,*,119,Delvax,1,Action,550,Attack,2,Random PC
900,*,119,Delvax,1,Action,551,Guard,-1,None
1000,*,119,Delvax,1,Action,552,Run,-1,None
100,*,120,Hopril,0,Branch,45,1st PC ΔLevel > 7,300,Go to 300
200,*,120,Hopril,0,Branch,30,Always,400,Go to 400
300,*,120,Hopril,0,Branch,28,Rating 80%,1100,Go to 1100
400,*,120,Hopril,0,Branch,44,1st PC ΔLevel > 3,600,Go to 600
500,*,120,Hopril,0,Branch,30,Always,700,Go to 700
600,*,120,Hopril,0,Branch,24,Rating 40%,1100,Go to 1100
700,*,120,Hopril,0,Branch,24,Rating 40%,1200,Go to 1200
800,*,120,Hopril,0,Branch,21,Rating 10%,1000,Go to 1000
900,*,120,Hopril,1,Action,550,Attack,2,Random PC
1000,*,120,Hopril,1,Action,551,Guard,-1,None
1100,*,120,Hopril,1,Action,552,Run,-1,None
1200,*,120,Hopril,1,Action,61,ソリッドレーザー,13,PC w/o Stone
100,*,121,Elcian,0,Branch,37,Turn ≥ 5,500,Go to 500
200,*,121,Elcian,0,Branch,24,Rating 40%,800,Go to 800
300,*,121,Elcian,0,Branch,25,Rating 50%,1100,Go to 1100
400,*,121,Elcian,0,Branch,30,Always,1200,Go to 1200
500,*,121,Elcian,0,Branch,25,Rating 50%,900,Go to 900
600,*,121,Elcian,0,Branch,24,Rating 40%,1000,Go to 1000
700,*,121,Elcian,0,Branch,30,Always,200,Go to 200
800,*,121,Elcian,1,Action,550,Attack,2,Random PC
900,*,121,Elcian,1,Action,552,Run,-1,None
1000,*,121,Elcian,1,Action,507,サプリィ,22,Self
1100,*,121,Elcian,1,Action,512,スリーパ,-1,None
1200,*,121,Elcian,1,Action,523,バーナ,-1,None
100,*,128,Antonio,0,Branch,11,Turn 1,300,Go to 300
200,*,128,Antonio,0,Branch,50,Used S-Move?,500,Go to 500
300,*,128,Antonio,0,Branch,23,Rating 30%,1100,Go to 1100
400,*,128,Antonio,0,Branch,30,Always,1200,Go to 1200
500,*,128,Antonio,0,Branch,17,ECs Alive = 1,900,Go to 900
600,*,128,Antonio,0,Branch,26,Rating 60%,1100,Go to 1100
700,*,128,Antonio,0,Branch,22,Rating 20%,1300,Go to 1300
800,*,128,Antonio,0,Branch,30,Always,1200,Go to 1200
900,*,128,Antonio,0,Branch,27,Rating 70%,1100,Go to 1100
1000,*,128,Antonio,0,Branch,30,Always,1200,Go to 1200
1100,*,128,Antonio,1,Action,550,Attack,2,Random PC
1200,*,128,Antonio,1,Action,5,怒雷,2,Random PC
1300,*,128,Antonio,1,Action,34,様子を見る,-1,None
100,*,129,Sentinel,0,Branch,1,HP < 50%,700,Go to 700
200,*,129,Sentinel,0,Branch,48,Used Target Search?,500,Go to 500
300,*,129,Sentinel,0,Branch,25,Rating 50%,1400,Go to 1400
400,*,129,Sentinel,0,Branch,30,Always,1500,Go to 1500
500,*,129,Sentinel,0,Branch,28,Rating 80%,1600,Go to 1600
600,*,129,Sentinel,0,Branch,30,Always,1400,Go to 1400
700,*,129,Sentinel,0,Branch,48,Used Target Search?,1300,Go to 1300
800,*,129,Sentinel,0,Branch,50,Used S-Move?,1100,Go to 1100
900,*,129,Sentinel,0,Branch,62,PCs Alive = 1,1100,Go to 1100
1000,*,129,Sentinel,0,Branch,25,Rating 50%,1600,Go to 1600
1100,*,129,Sentinel,0,Branch,24,Rating 40%,1400,Go to 1400
1200,*,129,Sentinel,0,Branch,30,Always,1500,Go to 1500
1300,*,129,Sentinel,0,Branch,29,Rating 90%,1600,Go to 1600
1400,*,129,Sentinel,1,Action,550,Attack,2,Random PC
1500,*,129,Sentinel,1,Action,9,ターゲットサーチ,-1,None
1600,*,129,Sentinel,1,Action,99,ブラスター,2,Random PC
100,*,130,Bleigock,0,Branch,13,Turn 3,800,Go to 800
200,*,130,Bleigock,0,Branch,14,Turn 4,800,Go to 800
