Entry ID,[Filter],Initiative,Magic EXP,EC1 ID,[EC1 JP Name],EC2 ID,[EC2 JP Name],EC3 ID,[EC3 JP Name],EC4 ID,[EC4 JP Name],EC5 ID,[EC5 JP Name],EC6 ID,[EC6 JP Name],EC7 ID,[EC7 JP Name],EC8 ID,[EC8 JP Name]
21,a099a_07ep.enp,99,2,95,Thryllak,95,Thryllak,88,Scorpon,109,Yulooper,255,None,255,None,255,None,255,None
22,a099a_07ep.enp,99,2,95,Thryllak,95,Thryllak,95,Thryllak,88,Scorpon,109,Yulooper,255,None,255,None,255,None
23,a099a_07ep.enp,89,2,107,Jynnus,107,Jynnus,88,Scorpon,255,None,255,None,255,None,255,None,255,None
24,a099a_07ep.enp,94,2,107,Jynnus,107,Jynnus,107,Jynnus,95,Thryllak,95,Thryllak,255,None,255,None,255,None
25,a099a_07ep.enp,99,2,97,Razorbeak,97,Razorbeak,88,Scorpon,88,Scorpon,255,None,255,None,255,None,255,None
26,a099a_07ep.enp,104,2,97,Razorbeak,95,Thryllak,95,Thryllak,95,Thryllak,255,None,255,None,255,None,255,None
27,a099a_07ep.enp,94,2,107,Jynnus,107,Jynnus,97,Razorbeak,88,Scorpon,255,None,255,None,255,None,255,None
28,a099a_07ep.enp,104,2,107,Jynnus,107,Jynnus,97,Razorbeak,95,Thryllak,95,Thryllak,255,None,255,None,255,None
29,a099a_07ep.enp,99,2,97,Razorbeak,88,Scorpon,95,Thryllak,95,Thryllak,255,None,255,None,255,None,255,None
30,a099a_07ep.enp,104,2,97,Razorbeak,88,Scorpon,109,Yulooper,255,None,255,None,255,None,255,None,255,None
31,a099a_07ep.enp,109,2,97,Razorbeak,95,Thryllak,95,Thryllak,109,Yulooper,255,None,255,None,255,None,255,None
0,a099a_08ep.enp,104,2,88,Scorpon,255,None,255,None,255,None,255,None,255,None,255,None,255,None
1,a099a_08ep.enp,104,2,88,Scorpon,88,Scorpon,88,Scorpon,255,None,255,None,255,None,255,None,255,None
2,a099a_08ep.enp,94,2,95,Thryllak,95,Thryllak,255,None,255,None,255,None,255,None,255,None,255,None
3,a099a_08ep.enp,94,2,95,Thryllak,95,Thryllak,95,Thryllak,95,Thryllak,95,Thryllak,255,None,255,None,255,None
4,a099a_08ep.enp,107,2,86,Lurker,86,Lurker,255,None,255,None,255,None,255,None,255,None,255,None
5,a099a_08ep.enp,107,2,86,Lurker,86,Lurker,86,Lurker,86,Lurker,255,None,255,None,255,None,255,None
6,a099a_08ep.enp,107,2,86,Lurker,86,Lurker,86,Lurker,86,Lurker,86,Lurker,86,Lurker,255,None,255,None
7,a099a_08ep.enp,112,2,54,Kanezl,54,Kanezl,255,None,255,None,255,None,255,None,255,None,255,None
8,a099a_08ep.enp,112,2,54,Kanezl,54,Kanezl,54,Kanezl,255,None,255,None,255,None,255,None,255,None
9,a099a_08ep.enp,112,2,54,Kanezl,54,Kanezl,54,Kanezl,54,Kanezl,255,None,255,None,255,None,255,None
10,a099a_08ep.enp,102,2,50,Burocca,50,Burocca,255,None,255,None,255,None,255,None,255,None,255,None
11,a099a_08ep.enp,102,2,50,Burocca,50,Burocca,50,Burocca,255,None,255,None,255,None,255,None,255,None
12,a099a_08ep.enp,99,2,88,Scorpon,95,Thryllak,95,Thryllak,255,None,255,None,255,None,255,None,255,None
13,a099a_08ep.enp,99,2,88,Scorpon,88,Scorpon,95,Thryllak,95,Thryllak,95,Thryllak,95,Thryllak,255,None,255,None
14,a099a_08ep.enp,112,2,86,Lurker,86,Lurker,54,Kanezl,255,None,255,None,255,None,255,None,255,None
15,a099a_08ep.enp,112,2,86,Lurker,86,Lurker,86,Lurker,86,Lurker,54,Kanezl,54,Kanezl,255,None,255,None
16,a099a_08ep.enp,102,2,86,Lurker,86,Lurker,50,Burocca,255,None,255,None,255,None,255,None,255,None
17,a099a_08ep.enp,102,2,86,Lurker,86,Lurker,86,Lurker,50,Burocca,50,Burocca,50,Burocca,255,None,255,None
18,a099a_08ep.enp,107,2,54,Kanezl,50,Burocca,50,Burocca,255,None,255,None,255,None,255,None,255,None
19,a099a_08ep.enp,107,2,54,Kanezl,54,Kanezl,50,Burocca,50,Burocca,255,None,255,None,255,None,255,None
20,a099a_08ep.enp,109,2,54,Kanezl,88,Scorpon,255,None,255,None,255,None,255,None,255,None,255,None
21,a099a_08ep.enp,109,2,54,Kanezl,54,Kanezl,88,Scorpon,88,Scorpon,255,None,255,None,255,None,255,None
22,a099a_08ep.enp,99,2,54,Kanezl,95,Thryllak,95,Thryllak,255,None,255,None,255,None,255,None,255,None
23,a099a_08ep.enp,99,2,54,Kanezl,54,Kanezl,95,Thryllak,95,Thryllak,95,Thryllak,95,Thryllak,255,None,255,None
24,a099a_08ep.enp,107,2,88,Scorpon,95,Thryllak,86,Lurker,86,Lurker,255,None,255,None,255,None,255,None
25,a099a_08ep.enp,107,2,88,Scorpon,95,Thryllak,95,Thryllak,86,Lurker,86,Lurker,86,Lurker,255,None,255,None
26,a099a_08ep.enp,102,2,88,Scorpon,95,Thryllak,50,Burocca,255,None,255,None,255,None,255,None,255,None
27,a099a_08ep.enp,102,2,88,Scorpon,95,Thryllak,95,Thryllak,50,Burocca,50,Burocca,255,None,255,None,255,None
28,a099a_08ep.enp,107,2,88,Scorpon,86,Lurker,86,Lurker,50,Burocca,255,None,255,None,255,None,255,None
29,a099a_08ep.enp,107,2,88,Scorpon,88,Scorpon,86,Lurker,86,Lurker,50,Burocca,50,Burocca,255,None,255,None
30,a099a_08ep.enp,102,2,95,Thryllak,86,Lurker,50,Burocca,255,None,255,None,255,None,255,None,255,None
31,a099a_08ep.enp,102,2,95,Thryllak,95,Thryllak,86,Lurker,86,Lurker,50,Burocca,50,Burocca,255,None,255,None
0,a099a_09ep.enp,128,3,44,Iridzu,44,Iridzu,255,None,255,None,255,None,255,None,255,None,255,None
1,a099a_09ep.enp,128,3,44,Iridzu,44,Iridzu,44,Iridzu,44,Iridzu,255,None,255,None,255,None,255,None
2,a099a_09ep.enp,128,3,44,Iridzu,44,Iridzu,44,Iridzu,44,Iridzu,44,Iridzu,255,None,255,None,255,None
3,a099a_09ep.enp,128,3,44,Iridzu,44,Iridzu,44,Iridzu,44,Iridzu,44,Iridzu,44,Iridzu,255,None,255,None
4,a099a_09ep.enp,123,3,51,Drogerp,255,None,255,None,255,None,255,None,255,None,255,None,255,None
5,a099a_09ep.enp,123,3,51,Drogerp,51,Drogerp,255,None,255,None,255,None,255,None,255,None,255,None
6,a099a_09ep.enp,123,3,31,Tsurak,31,Tsurak,31,Tsurak,255,None,255,None,255,None,255,None,255,None
7,a099a_09ep.enp,123,3,31,Tsurak,31,Tsurak,31,Tsurak,31,Tsurak,31,Tsurak,255,None,255,None,255,None
8,a099a_09ep.enp,123,3,31,Tsurak,31,Tsurak,31,Tsurak,31,Tsurak,31,Tsurak,31,Tsurak,255,None,255,None
9,a099a_09ep.enp,123,3,31,Tsurak,31,Tsurak,31,Tsurak,31,Tsurak,31,Tsurak,31,Tsurak,31,Tsurak,255,None
10,a099a_09ep.enp,133,3,85,Imezl,85,Imezl,255,None,255,None,255,None,255,None,255,None,255,None
11,a099a_09ep.enp,133,3,85,Imezl,85,Imezl,85,Imezl,255,None,255,None,255,None,255,None,255,None
12,a099a_09ep.enp,133,3,85,Imezl,85,Imezl,85,Imezl,85,Imezl,255,None,255,None,255,None,255,None
13,a099a_09ep.enp,117,3,54,Kanezl,255,None,255,None,255,None,255,None,255,None,255,None,255,None
14,a099a_09ep.enp,117,3,54,Kanezl,54,Kanezl,54,Kanezl,54,Kanezl,54,Kanezl,54,Kanezl,54,Kanezl,255,None
15,a099a_09ep.enp,128,3,85,Imezl,85,Imezl,54,Kanezl,255,None,255,None,255,None,255,None,255,None
16,a099a_09ep.enp,128,3,85,Imezl,85,Imezl,54,Kanezl,54,Kanezl,255,None,255,None,255,None,255,None
17,a099a_09ep.enp,128,3,85,Imezl,85,Imezl,85,Imezl,54,Kanezl,255,None,255,None,255,None,255,None
18,a099a_09ep.enp,128,3,85,Imezl,85,Imezl,85,Imezl,85,Imezl,54,Kanezl,54,Kanezl,255,None,255,None
19,a099a_09ep.enp,123,3,44,Iridzu,31,Tsurak,31,Tsurak,255,None,255,None,255,None,255,None,255,None
20,a099a_09ep.enp,123,3,44,Iridzu,31,Tsurak,31,Tsurak,31,Tsurak,255,None,255,None,255,None,255,None
21,a099a_09ep.enp,123,3,44,Iridzu,44,Iridzu,31,Tsurak,31,Tsurak,255,None,255,None,255,None,255,None
22,a099a_09ep.enp,123,3,44,Iridzu,44,Iridzu,31,Tsurak,31,Tsurak,31,Tsurak,31,Tsurak,255,None,255,None
23,a099a_09ep.enp,123,3,44,Iridzu,44,Iridzu,31,Tsurak,31,Tsurak,31,Tsurak,31,Tsurak,31,Tsurak,255,None
24,a099a_09ep.enp,128,3,51,Drogerp,44,Iridzu,255,None,255,None,255,None,255,None,255,None,255,None
25,a099a_09ep.enp,128,3,51,Drogerp,44,Iridzu,44,Iridzu,255,None,255,None,255,None,255,None,255,None
26,a099a_09ep.enp,128,3,51,Drogerp,44,Iridzu,44,Iridzu,44,Iridzu,44,Iridzu,255,None,255,None,255,None
27,a099a_09ep.enp,128,3,51,Drogerp,51,Drogerp,44,Iridzu,44,Iridzu,255,None,255,None,255,None,255,None
28,a099a_09ep.enp,123,3,51,Drogerp,31,Tsurak,31,Tsurak,255,None,255,None,255,None,255,None,255,None
29,a099a_09ep.enp,123,3,51,Drogerp,31,Tsurak,31,Tsurak,31,Tsurak,255,None,255,None,255,None,255,None
30,a099a_09ep.enp,123,3,51,Drogerp,31,Tsurak,31,Tsurak,31,Tsurak,31,Tsurak,31,Tsurak,255,None,255,None
31,a099a_09ep.enp,123,3,51,Drogerp,51,Drogerp,31,Tsurak,31,Tsurak,31,Tsurak,255,None,255,None,255,None
0,a099a_10ep.enp,128,3,85,Imezl,85,Imezl,85,Imezl,54,Kanezl,255,None,255,None,255,None,255,None
1,a099a_10ep.enp,128,3,85,Imezl,85,Imezl,85,Imezl,85,Imezl,54,Kanezl,54,Kanezl,255,None,255,None
2,a099a_10ep.enp,128,3,85,Imezl,85,Imezl,85,Imezl,85,Imezl,85,Imezl,85,Imezl,85,Imezl,255,None
3,a099a_10ep.enp,126,3,63,Ghrost,63,Ghrost,63,Ghrost,255,None,255,None,255,None,255,None,255,None
4,a099a_10ep.enp,126,3,63,Ghrost,63,Ghrost,63,Ghrost,63,Ghrost,255,None,255,None,255,None,255,None
5,a099a_10ep.enp,126,3,63,Ghrost,63,Ghrost,63,Ghrost,63,Ghrost,63,Ghrost,63,Ghrost,255,None,255,None
6,a099a_10ep.enp,126,3,63,Ghrost,63,Ghrost,63,Ghrost,63,Ghrost,63,Ghrost,63,Ghrost,63,Ghrost,255,None
7,a099a_10ep.enp,131,3,87,Jellikra,87,Jellikra,255,None,255,None,255,None,255,None,255,None,255,None
8,a099a_10ep.enp,131,3,87,Jellikra,87,Jellikra,87,Jellikra,255,None,255,None,255,None,255,None,255,None
9,a099a_10ep.enp,131,3,87,Jellikra,87,Jellikra,87,Jellikra,87,Jellikra,87,Jellikra,255,None,255,None,255,None
10,a099a_10ep.enp,131,3,87,Jellikra,87,Jellikra,87,Jellikra,87,Jellikra,87,Jellikra,87,Jellikra,255,None,255,None
11,a099a_10ep.enp,156,3,58,Golooper,255,None,255,None,255,None,255,None,255,None,255,None,255,None
12,a099a_10ep.enp,156,3,58,Golooper,58,Golooper,58,Golooper,255,None,255,None,255,None,255,None,255,None
13,a099a_10ep.enp,131,3,58,Golooper,58,Golooper,58,Golooper,58,Golooper,58,Golooper,58,Golooper,58,Golooper,255,None
14,a099a_10ep.enp,126,3,63,Ghrost,63,Ghrost,87,Jellikra,255,None,255,None,255,None,255,None,255,None
15,a099a_10ep.enp,126,3,63,Ghrost,63,Ghrost,87,Jellikra,87,Jellikra,255,None,255,None,255,None,255,None
16,a099a_10ep.enp,126,3,63,Ghrost,63,Ghrost,63,Ghrost,87,Jellikra,255,None,255,None,255,None,255,None
17,a099a_10ep.enp,126,3,63,Ghrost,63,Ghrost,63,Ghrost,87,Jellikra,87,Jellikra,255,None,255,None,255,None
18,a099a_10ep.enp,126,3,63,Ghrost,63,Ghrost,63,Ghrost,87,Jellikra,87,Jellikra,87,Jellikra,255,None,255,None
19,a099a_10ep.enp,126,3,63,Ghrost,63,Ghrost,63,Ghrost,63,Ghrost,87,Jellikra,87,Jellikra,87,Jellikra,255,None
20,a099a_10ep.enp,131,3,63,Ghrost,63,Ghrost,58,Golooper,255,None,255,None,255,None,255,None,255,None
21,a099a_10ep.enp,131,3,63,Ghrost,63,Ghrost,58,Golooper,58,Golooper,255,None,255,None,255,None,255,None
22,a099a_10ep.enp,131,3,63,Ghrost,63,Ghrost,63,Ghrost,58,Golooper,255,None,255,None,255,None,255,None
23,a099a_10ep.enp,131,3,63,Ghrost,63,Ghrost,63,Ghrost,58,Golooper,58,Golooper,255,None,255,None,255,None
24,a099a_10ep.enp,131,3,63,Ghrost,63,Ghrost,63,Ghrost,63,Ghrost,58,Golooper,255,None,255,None,255,None
25,a099a_10ep.enp,131,3,63,Ghrost,63,Ghrost,63,Ghrost,63,Ghrost,63,Ghrost,58,Golooper,255,None,255,None
26,a099a_10ep.enp,136,3,87,Jellikra,58,Golooper,255,None,255,None,255,None,255,None,255,None,255,None
27,a099a_10ep.enp,136,3,87,Jellikra,87,Jellikra,58,Golooper,255,None,255,None,255,None,255,None,255,None
28,a099a_10ep.enp,136,3,87,Jellikra,87,Jellikra,58,Golooper,58,Golooper,255,None,255,None,255,None,255,None
29,a099a_10ep.enp,136,3,87,Jellikra,87,Jellikra,87,Jellikra,58,Golooper,255,None,255,None,255,None,255,None
30,a099a_10ep.enp,136,3,87,Jellikra,87,Jellikra,87,Jellikra,58,Golooper,58,Golooper,255,None,255,None,255,None
31,a099a_10ep.enp,136,3,87,Jellikra,87,Jellikra,87,Jellikra,87,Jellikra,58,Golooper,255,None,255,None,255,None
0,a099a_11ep.enp,147,3,46,Medulizk,46,Medulizk,255,None,255,None,255,None,255,None,255,None,255,None
1,a099a_11ep.enp,147,3,46,Medulizk,46,Medulizk,46,Medulizk,46,Medulizk,255,None,255,None,255,None,255,None
2,a099a_11ep.enp,147,3,46,Medulizk,46,Medulizk,46,Medulizk,46,Medulizk,46,Medulizk,46,Medulizk,255,None,255,None
3,a099a_11ep.enp,147,3,84,Kilite,84,Kilite,84,Kilite,255,None,255,None,255,None,255,None,255,None
4,a099a_11ep.enp,147,3,84,Kilite,84,Kilite,84,Kilite,84,Kilite,84,Kilite,255,None,255,None,255,None
5,a099a_11ep.enp,147,3,84,Kilite,84,Kilite,84,Kilite,84,Kilite,84,Kilite,84,Kilite,84,Kilite,255,None
6,a099a_11ep.enp,172,3,89,Arclooper,255,None,255,None,255,None,255,None,255,None,255,None,255,None
7,a099a_11ep.enp,172,3,89,Arclooper,89,Arclooper,89,Arclooper,255,None,255,None,255,None,255,None,255,None
8,a099a_11ep.enp,147,3,68,Valgand,68,Valgand,68,Valgand,255,None,255,None,255,None,255,None,255,None
9,a099a_11ep.enp,147,3,68,Valgand,68,Valgand,68,Valgand,68,Valgand,68,Valgand,68,Valgand,255,None,255,None
10,a099a_11ep.enp,147,3,46,Medulizk,84,Kilite,84,Kilite,255,None,255,None,255,None,255,None,255,None
11,a099a_11ep.enp,147,3,46,Medulizk,84,Kilite,84,Kilite,84,Kilite,84,Kilite,255,None,255,None,255,None
12,a099a_11ep.enp,147,3,46,Medulizk,46,Medulizk,84,Kilite,84,Kilite,84,Kilite,84,Kilite,84,Kilite,255,None
13,a099a_11ep.enp,152,3,46,Medulizk,46,Medulizk,89,Arclooper,255,None,255,None,255,None,255,None,255,None
14,a099a_11ep.enp,152,3,46,Medulizk,46,Medulizk,46,Medulizk,89,Arclooper,255,None,255,None,255,None,255,None
15,a099a_11ep.enp,152,3,46,Medulizk,46,Medulizk,89,Arclooper,89,Arclooper,255,None,255,None,255,None,255,None
16,a099a_11ep.enp,147,3,46,Medulizk,68,Valgand,68,Valgand,68,Valgand,255,None,255,None,255,None,255,None
17,a099a_11ep.enp,147,3,46,Medulizk,68,Valgand,68,Valgand,68,Valgand,68,Valgand,68,Valgand,68,Valgand,255,None
18,a099a_11ep.enp,147,3,46,Medulizk,46,Medulizk,68,Valgand,68,Valgand,68,Valgand,255,None,255,None,255,None
19,a099a_11ep.enp,152,3,84,Kilite,84,Kilite,89,Arclooper,255,None,255,None,255,None,255,None,255,None
20,a099a_11ep.enp,152,3,84,Kilite,84,Kilite,84,Kilite,84,Kilite,89,Arclooper,255,None,255,None,255,None
21,a099a_11ep.enp,152,3,84,Kilite,84,Kilite,84,Kilite,84,Kilite,84,Kilite,84,Kilite,89,Arclooper,255,None
22,a099a_11ep.enp,147,3,84,Kilite,68,Valgand,68,Valgand,68,Valgand,255,None,255,None,255,None,255,None
23,a099a_11ep.enp,147,3,84,Kilite,84,Kilite,84,Kilite,68,Valgand,68,Valgand,68,Valgand,255,None,255,None
24,a099a_11ep.enp,147,3,84,Kilite,84,Kilite,84,Kilite,84,Kilite,68,Valgand,68,Valgand,68,Valgand,255,None
25,a099a_11ep.enp,152,3,89,Arclooper,68,Valgand,68,Valgand,68,Valgand,255,None,255,None,255,None,255,None
26,a099a_11ep.enp,152,3,89,Arclooper,68,Valgand,68,Valgand,68,Valgand,68,Valgand,68,Valgand,68,Valgand,255,None
27,a099a_11ep.enp,152,3,89,Arclooper,89,Arclooper,68,Valgand,68,Valgand,68,Valgand,255,None,255,None,255,None
28,a099a_11ep.enp,152,3,84,Kilite,89,Arclooper,68,Valgand,68,Valgand,68,Valgand,255,None,255,None,255,None
29,a099a_11ep.enp,152,3,84,Kilite,84,Kilite,89,Arclooper,68,Valgand,68,Valgand,68,Valgand,255,None,255,None
30,a099a_11ep.enp,152,3,84,Kilite,84,Kilite,84,Kilite,89,Arclooper,68,Valgand,68,Valgand,68,Valgand,255,None
31,a099a_11ep.enp,152,3,84,Kilite,84,Kilite,89,Arclooper,89,Arclooper,68,Valgand,68,Valgand,68,Valgand,255,None
0,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,255,None,255,None,255,None,255,None,255,None,255,None
1,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,78,Telsor,255,None,255,None,255,None,255,None,255,None
2,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,78,Telsor,78,Telsor,255,None,255,None,255,None,255,None
3,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,78,Telsor,78,Telsor,78,Telsor,78,Telsor,255,None,255,None
4,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,78,Telsor,78,Telsor,78,Telsor,78,Telsor,78,Telsor,255,None
5,a099a_12ep.enp,176,4,110,Hunter,110,Hunter,255,None,255,None,255,None,255,None,255,None,255,None
6,a099a_12ep.enp,176,4,110,Hunter,110,Hunter,110,Hunter,255,None,255,None,255,None,255,None,255,None
7,a099a_12ep.enp,176,4,110,Hunter,110,Hunter,110,Hunter,110,Hunter,110,Hunter,255,None,255,None,255,None
8,a099a_12ep.enp,176,4,110,Hunter,110,Hunter,110,Hunter,110,Hunter,110,Hunter,110,Hunter,255,None,255,None
9,a099a_12ep.enp,176,4,110,Hunter,110,Hunter,110,Hunter,110,Hunter,110,Hunter,110,Hunter,110,Hunter,255,None
10,a099a_12ep.enp,171,4,78,Telsor,110,Hunter,255,None,255,None,255,None,255,None,255,None,255,None
11,a099a_12ep.enp,176,4,78,Telsor,110,Hunter,110,Hunter,255,None,255,None,255,None,255,None,255,None
12,a099a_12ep.enp,176,4,78,Telsor,110,Hunter,110,Hunter,110,Hunter,255,None,255,None,255,None,255,None
13,a099a_12ep.enp,176,4,78,Telsor,110,Hunter,110,Hunter,110,Hunter,110,Hunter,255,None,255,None,255,None
14,a099a_12ep.enp,176,4,78,Telsor,110,Hunter,110,Hunter,110,Hunter,110,Hunter,110,Hunter,255,None,255,None
15,a099a_12ep.enp,176,4,78,Telsor,110,Hunter,110,Hunter,110,Hunter,110,Hunter,110,Hunter,110,Hunter,255,None
16,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,110,Hunter,255,None,255,None,255,None,255,None,255,None
17,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,110,Hunter,110,Hunter,255,None,255,None,255,None,255,None
18,a099a_12ep.enp,176,4,78,Telsor,78,Telsor,110,Hunter,110,Hunter,110,Hunter,255,None,255,None,255,None
19,a099a_12ep.enp,176,4,78,Telsor,78,Telsor,110,Hunter,110,Hunter,110,Hunter,110,Hunter,255,None,255,None
20,a099a_12ep.enp,176,4,78,Telsor,78,Telsor,110,Hunter,110,Hunter,110,Hunter,110,Hunter,110,Hunter,255,None
21,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,78,Telsor,110,Hunter,255,None,255,None,255,None,255,None
22,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,78,Telsor,110,Hunter,110,Hunter,255,None,255,None,255,None
23,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,78,Telsor,110,Hunter,110,Hunter,110,Hunter,255,None,255,None
24,a099a_12ep.enp,176,4,78,Telsor,78,Telsor,78,Telsor,110,Hunter,110,Hunter,110,Hunter,110,Hunter,255,None
25,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,78,Telsor,78,Telsor,110,Hunter,255,None,255,None,255,None
26,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,78,Telsor,78,Telsor,110,Hunter,110,Hunter,255,None,255,None
27,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,78,Telsor,78,Telsor,110,Hunter,110,Hunter,110,Hunter,255,None
28,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,78,Telsor,78,Telsor,78,Telsor,110,Hunter,255,None,255,None
29,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,78,Telsor,78,Telsor,78,Telsor,110,Hunter,110,Hunter,255,None
30,a099a_12ep.enp,171,4,78,Telsor,78,Telsor,78,Telsor,78,Telsor,78,Telsor,78,Telsor,110,Hunter,255,None
31,a099a_12ep.enp,166,4,150,Dracoslyth,255,None,255,None,255,None,255,None,255,None,255,None,255,None
0,a099a_13ep.enp,152,3,29,Looper,30,Loopalon,41,Elooper,255,None,255,None,255,None,255,None,255,None
1,a099a_13ep.enp,152,3,29,Looper,29,Looper,30,Loopalon,30,Loopalon,109,Yulooper,109,Yulooper,255,None,255,None
2,a099a_13ep.enp,152,3,29,Looper,30,Loopalon,58,Golooper,255,None,255,None,255,None,255,None,255,None
3,a099a_13ep.enp,152,3,29,Looper,29,Looper,30,Loopalon,30,Loopalon,89,Arclooper,89,Arclooper,255,None,255,None
4,a099a_13ep.enp,152,3,29,Looper,41,Elooper,109,Yulooper,255,None,255,None,255,None,255,None,255,None
5,a099a_13ep.enp,152,3,29,Looper,29,Looper,41,Elooper,41,Elooper,58,Golooper,58,Golooper,255,None,255,None
6,a099a_13ep.enp,152,3,29,Looper,41,Elooper,89,Arclooper,255,None,255,None,255,None,255,None,255,None
7,a099a_13ep.enp,152,3,29,Looper,29,Looper,109,Yulooper,109,Yulooper,58,Golooper,58,Golooper,255,None,255,None
8,a099a_13ep.enp,152,3,29,Looper,109,Yulooper,89,Arclooper,255,None,255,None,255,None,255,None,255,None
9,a099a_13ep.enp,152,3,29,Looper,29,Looper,58,Golooper,58,Golooper,89,Arclooper,89,Arclooper,255,None,255,None
10,a099a_13ep.enp,152,3,30,Loopalon,41,Elooper,109,Yulooper,255,None,255,None,255,None,255,None,255,None
11,a099a_13ep.enp,152,3,30,Loopalon,30,Loopalon,41,Elooper,41,Elooper,58,Golooper,58,Golooper,255,None,255,None
12,a099a_13ep.enp,152,3,30,Loopalon,41,Elooper,89,Arclooper,255,None,255,None,255,None,255,None,255,None
13,a099a_13ep.enp,152,3,30,Loopalon,30,Loopalon,109,Yulooper,109,Yulooper,58,Golooper,58,Golooper,255,None,255,None
14,a099a_13ep.enp,152,3,30,Loopalon,109,Yulooper,89,Arclooper,255,None,255,None,255,None,255,None,255,None
15,a099a_13ep.enp,152,3,30,Loopalon,30,Loopalon,58,Golooper,58,Golooper,89,Arclooper,89,Arclooper,255,None,255,None
16,a099a_13ep.enp,152,3,41,Elooper,109,Yulooper,58,Golooper,255,None,255,None,255,None,255,None,255,None
17,a099a_13ep.enp,152,3,41,Elooper,41,Elooper,109,Yulooper,109,Yulooper,89,Arclooper,89,Arclooper,255,None,255,None
18,a099a_13ep.enp,152,3,41,Elooper,58,Golooper,89,Arclooper,255,None,255,None,255,None,255,None,255,None
19,a099a_13ep.enp,152,3,109,Yulooper,109,Yulooper,58,Golooper,58,Golooper,89,Arclooper,89,Arclooper,255,None,255,None
20,a099a_13ep.enp,152,3,29,Looper,29,Looper,29,Looper,29,Looper,29,Looper,29,Looper,29,Looper,255,None
21,a099a_13ep.enp,152,3,30,Loopalon,30,Loopalon,30,Loopalon,30,Loopalon,30,Loopalon,30,Loopalon,30,Loopalon,255,None
22,a099a_13ep.enp,152,3,41,Elooper,41,Elooper,41,Elooper,41,Elooper,41,Elooper,41,Elooper,41,Elooper,255,None
23,a099a_13ep.enp,152,3,109,Yulooper,109,Yulooper,109,Yulooper,109,Yulooper,109,Yulooper,109,Yulooper,109,Yulooper,255,None
24,a099a_13ep.enp,152,3,58,Golooper,58,Golooper,58,Golooper,58,Golooper,58,Golooper,58,Golooper,58,Golooper,255,None
25,a099a_13ep.enp,152,3,89,Arclooper,89,Arclooper,89,Arclooper,89,Arclooper,89,Arclooper,89,Arclooper,89,Arclooper,255,None
26,a099a_13ep.enp,152,3,29,Looper,29,Looper,30,Loopalon,30,Loopalon,255,None,255,None,255,None,255,None
27,a099a_13ep.enp,152,3,41,Elooper,41,Elooper,109,Yulooper,109,Yulooper,255,None,255,None,255,None,255,None
28,a099a_13ep.enp,152,3,58,Golooper,58,Golooper,89,Arclooper,89,Arclooper,255,None,255,None,255,None,255,None
29,a099a_13ep.enp,152,3,29,Looper,29,Looper,109,Yulooper,109,Yulooper,255,None,255,None,255,None,255,None
30,a099a_13ep.enp,152,3,30,Loopalon,30,Loopalon,58,Golooper,58,Golooper,255,None,255,None,255,None,255,None
31,a099a_13ep.enp,152,3,41,Elooper,41,Elooper,89,Arclooper,89,Arclooper,255,None,255,None,255,None,255,None
0,a101b_ep.enp,18,1,0,Soldier,255,None,255,None,255,None,255,None,255,None,255,None,255,None
1,a101b_ep.enp,18,1,0,Soldier,0,Soldier,255,None,255,None,255,None,255,None,255,None,255,None
2,a101b_ep.enp,13,1,0,Soldier,0,Soldier,0,Soldier,255,None,255,None,255,None,255,None,255,None
3,a101b_ep.enp,23,1,1,Guard,255,None,255,None,255,None,255,None,255,None,255,None,255,None
4,a101b_ep.enp,23,1,1,Guard,1,Guard,255,None,255,None,255,None,255,None,255,None,255,None
5,a101b_ep.enp,23,1,1,Guard,1,Guard,1,Guard,255,None,255,None,255,None,255,None,255,None
6,a101b_ep.enp,23,1,1,Guard,1,Guard,1,Guard,1,Guard,255,None,255,None,255,None,255,None
7,a101b_ep.enp,18,1,0,Soldier,1,Guard,255,None,255,None,255,None,255,None,255,None,255,None
8,a101b_ep.enp,18,1,0,Soldier,1,Guard,1,Guard,255,None,255,None,255,None,255,None,255,None
9,a101b_ep.enp,18,1,0,Soldier,1,Guard,1,Guard,1,Guard,255,None,255,None,255,None,255,None
10,a101b_ep.enp,13,1,0,Soldier,0,Soldier,1,Guard,255,None,255,None,255,None,255,None,255,None
11,a101b_ep.enp,13,1,0,Soldier,0,Soldier,1,Guard,1,Guard,255,None,255,None,255,None,255,None
0,a103b_ep.enp,22,1,8,Flestik,8,Flestik,255,None,255,None,255,None,255,None,255,None,255,None
