Entry ID,[Filter],Initiative,Magic EXP,EC1 ID,[EC1 JP Name],[EC1 EU Name],EC2 ID,[EC2 JP Name],[EC2 EU Name],EC3 ID,[EC3 JP Name],[EC3 EU Name],EC4 ID,[EC4 JP Name],[EC4 EU Name],EC5 ID,[EC5 JP Name],[EC5 EU Name],EC6 ID,[EC6 JP Name],[EC6 EU Name],EC7 ID,[EC7 JP Name],[EC7 EU Name],EC8 ID,[EC8 JP Name],[EC8 EU Name]
27,a099a_11ep.enp,152,3,89,Arclooper,Arclooper,89,Arclooper,Arclooper,68,Valgand,Valgand,68,Valgand,Valgand,68,Valgand,Valgand,255,None,None,255,None,None,255,None,None
28,a099a_11ep.enp,152,3,84,Kilite,Kilite,89,Arclooper,Arclooper,68,Valgand,Valgand,68,Valgand,Valgand,68,Valgand,Valgand,255,None,None,255,None,None,255,None,None
29,a099a_11ep.enp,152,3,84,Kilite,Kilite,84,Kilite,Kilite,89,Arclooper,Arclooper,68,Valgand,Valgand,68,Valgand,Valgand,68,Valgand,Valgand,255,None,None,255,None,None
30,a099a_11ep.enp,152,3,84,Kilite,Kilite,84,Kilite,Kilite,84,Kilite,Kilite,89,Arclooper,Arclooper,68,Valgand,Valgand,68,Valgand,Valgand,68,Valgand,Valgand,255,None,None
31,a099a_11ep.enp,152,3,84,Kilite,Kilite,84,Kilite,Kilite,89,Arclooper,Arclooper,89,Arclooper,Arclooper,68,Valgand,Valgand,68,Valgand,Valgand,68,Valgand,Valgand,255,None,None
0,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
2,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,255,None,None,255,None,None,255,None,None,255,None,None
3,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,255,None,None,255,None,None
4,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,255,None,None
5,a099a_12ep.enp,176,4,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,a099a_12ep.enp,176,4,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,a099a_12ep.enp,176,4,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None,255,None,None,255,None,None
8,a099a_12ep.enp,176,4,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None,255,None,None
9,a099a_12ep.enp,176,4,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None
10,a099a_12ep.enp,171,4,78,Telsor,Telsor,110,Hunter L39a,Hunta,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,a099a_12ep.enp,176,4,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
12,a099a_12ep.enp,176,4,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None,255,None,None,255,None,None,255,None,None
13,a099a_12ep.enp,176,4,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None,255,None,None,255,None,None
14,a099a_12ep.enp,176,4,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None,255,None,None
15,a099a_12ep.enp,176,4,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None
16,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None,255,None,None,255,None,None,255,None,None
18,a099a_12ep.enp,176,4,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None,255,None,None,255,None,None
19,a099a_12ep.enp,176,4,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None,255,None,None
20,a099a_12ep.enp,176,4,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None
21,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,255,None,None,255,None,None,255,None,None,255,None,None
22,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None,255,None,None,255,None,None
23,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None,255,None,None
24,a099a_12ep.enp,176,4,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None
25,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,255,None,None,255,None,None,255,None,None
26,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None,255,None,None
27,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None
28,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,255,None,None,255,None,None
29,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,110,Hunter L39a,Hunta,255,None,None
30,a099a_12ep.enp,171,4,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,78,Telsor,Telsor,110,Hunter L39a,Hunta,255,None,None
31,a099a_12ep.enp,166,4,150,Dracoslyth,Dracoslyth,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
0,a099a_13ep.enp,152,3,29,Looper,Looper,30,Loopalon,Loopalon,41,Elooper,Elooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a099a_13ep.enp,152,3,29,Looper,Looper,29,Looper,Looper,30,Loopalon,Loopalon,30,Loopalon,Loopalon,109,Yulooper,Yulooper,109,Yulooper,Yulooper,255,None,None,255,None,None
2,a099a_13ep.enp,152,3,29,Looper,Looper,30,Loopalon,Loopalon,58,Golooper,Golooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,a099a_13ep.enp,152,3,29,Looper,Looper,29,Looper,Looper,30,Loopalon,Loopalon,30,Loopalon,Loopalon,89,Arclooper,Arclooper,89,Arclooper,Arclooper,255,None,None,255,None,None
4,a099a_13ep.enp,152,3,29,Looper,Looper,41,Elooper,Elooper,109,Yulooper,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a099a_13ep.enp,152,3,29,Looper,Looper,29,Looper,Looper,41,Elooper,Elooper,41,Elooper,Elooper,58,Golooper,Golooper,58,Golooper,Golooper,255,None,None,255,None,None
6,a099a_13ep.enp,152,3,29,Looper,Looper,41,Elooper,Elooper,89,Arclooper,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,a099a_13ep.enp,152,3,29,Looper,Looper,29,Looper,Looper,109,Yulooper,Yulooper,109,Yulooper,Yulooper,58,Golooper,Golooper,58,Golooper,Golooper,255,None,None,255,None,None
8,a099a_13ep.enp,152,3,29,Looper,Looper,109,Yulooper,Yulooper,89,Arclooper,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,a099a_13ep.enp,152,3,29,Looper,Looper,29,Looper,Looper,58,Golooper,Golooper,58,Golooper,Golooper,89,Arclooper,Arclooper,89,Arclooper,Arclooper,255,None,None,255,None,None
10,a099a_13ep.enp,152,3,30,Loopalon,Loopalon,41,Elooper,Elooper,109,Yulooper,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,a099a_13ep.enp,152,3,30,Loopalon,Loopalon,30,Loopalon,Loopalon,41,Elooper,Elooper,41,Elooper,Elooper,58,Golooper,Golooper,58,Golooper,Golooper,255,None,None,255,None,None
12,a099a_13ep.enp,152,3,30,Loopalon,Loopalon,41,Elooper,Elooper,89,Arclooper,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
13,a099a_13ep.enp,152,3,30,Loopalon,Loopalon,30,Loopalon,Loopalon,109,Yulooper,Yulooper,109,Yulooper,Yulooper,58,Golooper,Golooper,58,Golooper,Golooper,255,None,None,255,None,None
14,a099a_13ep.enp,152,3,30,Loopalon,Loopalon,109,Yulooper,Yulooper,89,Arclooper,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
15,a099a_13ep.enp,152,3,30,Loopalon,Loopalon,30,Loopalon,Loopalon,58,Golooper,Golooper,58,Golooper,Golooper,89,Arclooper,Arclooper,89,Arclooper,Arclooper,255,None,None,255,None,None
16,a099a_13ep.enp,152,3,41,Elooper,Elooper,109,Yulooper,Yulooper,58,Golooper,Golooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,a099a_13ep.enp,152,3,41,Elooper,Elooper,41,Elooper,Elooper,109,Yulooper,Yulooper,109,Yulooper,Yulooper,89,Arclooper,Arclooper,89,Arclooper,Arclooper,255,None,None,255,None,None
18,a099a_13ep.enp,152,3,41,Elooper,Elooper,58,Golooper,Golooper,89,Arclooper,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
19,a099a_13ep.enp,152,3,109,Yulooper,Yulooper,109,Yulooper,Yulooper,58,Golooper,Golooper,58,Golooper,Golooper,89,Arclooper,Arclooper,89,Arclooper,Arclooper,255,None,None,255,None,None
20,a099a_13ep.enp,152,3,29,Looper,Looper,29,Looper,Looper,29,Looper,Looper,29,Looper,Looper,29,Looper,Looper,29,Looper,Looper,29,Looper,Looper,255,None,None
21,a099a_13ep.enp,152,3,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None
22,a099a_13ep.enp,152,3,41,Elooper,Elooper,41,Elooper,Elooper,41,Elooper,Elooper,41,Elooper,Elooper,41,Elooper,Elooper,41,Elooper,Elooper,41,Elooper,Elooper,255,None,None
23,a099a_13ep.enp,152,3,109,Yulooper,Yulooper,109,Yulooper,Yulooper,109,Yulooper,Yulooper,109,Yulooper,Yulooper,109,Yulooper,Yulooper,109,Yulooper,Yulooper,109,Yulooper,Yulooper,255,None,None
24,a099a_13ep.enp,152,3,58,Golooper,Golooper,58,Golooper,Golooper,58,Golooper,Golooper,58,Golooper,Golooper,58,Golooper,Golooper,58,Golooper,Golooper,58,Golooper,Golooper,255,None,None
25,a099a_13ep.enp,152,3,89,Arclooper,Arclooper,89,Arclooper,Arclooper,89,Arclooper,Arclooper,89,Arclooper,Arclooper,89,Arclooper,Arclooper,89,Arclooper,Arclooper,89,Arclooper,Arclooper,255,None,None
26,a099a_13ep.enp,152,3,29,Looper,Looper,29,Looper,Looper,30,Loopalon,Loopalon,30,Loopalon,Loopalon,255,None,None,255,None,None,255,None,None,255,None,None
27,a099a_13ep.enp,152,3,41,Elooper,Elooper,41,Elooper,Elooper,109,Yulooper,Yulooper,109,Yulooper,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None
28,a099a_13ep.enp,152,3,58,Golooper,Golooper,58,Golooper,Golooper,89,Arclooper,Arclooper,89,Arclooper,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None
29,a099a_13ep.enp,152,3,29,Looper,Looper,29,Looper,Looper,109,Yulooper,Yulooper,109,Yulooper,Yulooper,255,None,None,255,None,None,255,None,None,255,None,None
30,a099a_13ep.enp,152,3,30,Loopalon,Loopalon,30,Loopalon,Loopalon,58,Golooper,Golooper,58,Golooper,Golooper,255,None,None,255,None,None,255,None,None,255,None,None
31,a099a_13ep.enp,152,3,41,Elooper,Elooper,41,Elooper,Elooper,89,Arclooper,Arclooper,89,Arclooper,Arclooper,255,None,None,255,None,None,255,None,None,255,None,None
0,a101b_ep.enp,18,1,0,Soldier L02,Ferratus L02,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a101b_ep.enp,18,1,0,Soldier L02,Ferratus L02,0,Soldier L02,Ferratus L02,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
2,a101b_ep.enp,13,1,0,Soldier L02,Ferratus L02,0,Soldier L02,Ferratus L02,0,Soldier L02,Ferratus L02,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,a101b_ep.enp,23,1,1,Guard,Praeses,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
4,a101b_ep.enp,23,1,1,Guard,Praeses,1,Guard,Praeses,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a101b_ep.enp,23,1,1,Guard,Praeses,1,Guard,Praeses,1,Guard,Praeses,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,a101b_ep.enp,23,1,1,Guard,Praeses,1,Guard,Praeses,1,Guard,Praeses,1,Guard,Praeses,255,None,None,255,None,None,255,None,None,255,None,None
7,a101b_ep.enp,18,1,0,Soldier L02,Ferratus L02,1,Guard,Praeses,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
8,a101b_ep.enp,18,1,0,Soldier L02,Ferratus L02,1,Guard,Praeses,1,Guard,Praeses,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,a101b_ep.enp,18,1,0,Soldier L02,Ferratus L02,1,Guard,Praeses,1,Guard,Praeses,1,Guard,Praeses,255,None,None,255,None,None,255,None,None,255,None,None
10,a101b_ep.enp,13,1,0,Soldier L02,Ferratus L02,0,Soldier L02,Ferratus L02,1,Guard,Praeses,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,a101b_ep.enp,13,1,0,Soldier L02,Ferratus L02,0,Soldier L02,Ferratus L02,1,Guard,Praeses,1,Guard,Praeses,255,None,None,255,None,None,255,None,None,255,None,None
0,a103b_ep.enp,22,1,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a103b_ep.enp,22,1,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
2,a103b_ep.enp,22,1,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
3,a103b_ep.enp,16,1,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None
4,a103b_ep.enp,27,1,2,Seeker,Latro,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a103b_ep.enp,27,1,2,Seeker,Latro,2,Seeker,Latro,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,a103b_ep.enp,12,1,2,Seeker,Latro,2,Seeker,Latro,2,Seeker,Latro,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,a103b_ep.enp,48,1,29,Looper,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
8,a103b_ep.enp,48,1,29,Looper,Looper,29,Looper,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
9,a103b_ep.enp,48,1,29,Looper,Looper,29,Looper,Looper,29,Looper,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
10,a103b_ep.enp,27,1,2,Seeker,Latro,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,a103b_ep.enp,27,1,2,Seeker,Latro,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
12,a103b_ep.enp,12,1,2,Seeker,Latro,2,Seeker,Latro,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
13,a103b_ep.enp,27,1,29,Looper,Looper,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
14,a103b_ep.enp,27,1,29,Looper,Looper,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
15,a103b_ep.enp,27,1,29,Looper,Looper,29,Looper,Looper,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
16,a103b_ep.enp,27,1,29,Looper,Looper,29,Looper,Looper,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None
17,a103b_ep.enp,17,1,3,Marocca,Marocca,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
18,a103b_ep.enp,17,1,3,Marocca,Marocca,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
19,a103b_ep.enp,17,1,3,Marocca,Marocca,3,Marocca,Marocca,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
20,a103b_ep.enp,12,1,3,Marocca,Marocca,3,Marocca,Marocca,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None
21,a103b_ep.enp,22,1,3,Marocca,Marocca,29,Looper,Looper,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
22,a103b_ep.enp,22,1,3,Marocca,Marocca,29,Looper,Looper,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
23,a103b_ep.enp,22,1,3,Marocca,Marocca,3,Marocca,Marocca,29,Looper,Looper,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
24,a103b_ep.enp,12,1,3,Marocca,Marocca,3,Marocca,Marocca,29,Looper,Looper,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None
25,a103b_ep.enp,12,1,3,Marocca,Marocca,3,Marocca,Marocca,29,Looper,Looper,29,Looper,Looper,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None
26,a103b_ep.enp,27,1,2,Seeker,Latro,29,Looper,Looper,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
27,a103b_ep.enp,27,1,2,Seeker,Latro,29,Looper,Looper,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
28,a103b_ep.enp,12,1,2,Seeker,Latro,29,Looper,Looper,29,Looper,Looper,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None
29,a103b_ep.enp,22,1,2,Seeker,Latro,3,Marocca,Marocca,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
30,a103b_ep.enp,12,1,2,Seeker,Latro,3,Marocca,Marocca,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
31,a103b_ep.enp,12,1,2,Seeker,Latro,3,Marocca,Marocca,3,Marocca,Marocca,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None
0,a103c_ep.enp,22,1,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a103c_ep.enp,22,1,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
2,a103c_ep.enp,22,1,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
3,a103c_ep.enp,16,1,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None
4,a103c_ep.enp,48,1,29,Looper,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
5,a103c_ep.enp,48,1,29,Looper,Looper,29,Looper,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
6,a103c_ep.enp,48,1,29,Looper,Looper,29,Looper,Looper,29,Looper,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
7,a103c_ep.enp,23,1,3,Marocca,Marocca,3,Marocca,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
8,a103c_ep.enp,23,1,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,255,None,None,255,None,None,255,None,None,255,None,None
9,a103c_ep.enp,16,1,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,255,None,None,255,None,None
10,a103c_ep.enp,23,1,4,Grouder,Grouder,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
11,a103c_ep.enp,23,1,4,Grouder,Grouder,3,Marocca,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
12,a103c_ep.enp,27,1,29,Looper,Looper,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
13,a103c_ep.enp,27,1,29,Looper,Looper,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
14,a103c_ep.enp,17,1,3,Marocca,Marocca,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
15,a103c_ep.enp,16,1,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None
16,a103c_ep.enp,22,1,3,Marocca,Marocca,29,Looper,Looper,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
17,a103c_ep.enp,22,1,3,Marocca,Marocca,29,Looper,Looper,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
18,a103c_ep.enp,22,1,3,Marocca,Marocca,3,Marocca,Marocca,29,Looper,Looper,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None
19,a103c_ep.enp,17,1,4,Grouder,Grouder,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
20,a103c_ep.enp,17,1,4,Grouder,Grouder,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
21,a103c_ep.enp,16,1,4,Grouder,Grouder,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
22,a103c_ep.enp,22,1,4,Grouder,Grouder,29,Looper,Looper,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
23,a103c_ep.enp,22,1,4,Grouder,Grouder,29,Looper,Looper,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
24,a103c_ep.enp,22,1,4,Grouder,Grouder,3,Marocca,Marocca,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
25,a103c_ep.enp,22,1,4,Grouder,Grouder,3,Marocca,Marocca,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
26,a103c_ep.enp,22,1,4,Grouder,Grouder,3,Marocca,Marocca,3,Marocca,Marocca,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
27,a103c_ep.enp,22,1,4,Grouder,Grouder,3,Marocca,Marocca,3,Marocca,Marocca,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
28,a103c_ep.enp,22,1,4,Grouder,Grouder,3,Marocca,Marocca,29,Looper,Looper,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
29,a103c_ep.enp,22,1,4,Grouder,Grouder,29,Looper,Looper,29,Looper,Looper,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
30,a103c_ep.enp,22,1,4,Grouder,Grouder,29,Looper,Looper,29,Looper,Looper,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
31,a103c_ep.enp,16,1,4,Grouder,Grouder,3,Marocca,Marocca,3,Marocca,Marocca,3,Marocca,Marocca,255,None,None,255,None,None,255,None,None,255,None,None
0,a103d_ep.enp,29,1,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
1,a103d_ep.enp,29,1,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
2,a103d_ep.enp,29,1,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None,255,None,None
3,a103d_ep.enp,29,1,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None,255,None,None
4,a103d_ep.enp,29,1,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None,255,None,None
5,a103d_ep.enp,29,1,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,8,Flestik,Flestik,255,None,None,255,None,None
