Entry ID,[Filter],[EC ID],[EC JP Name],[Finalized],Type ID,[Type Name],Task ID,[Task Name],Param ID,[Param Name]
1000,*,53,Nairad,False,0,Branch,22,Rating 20%,1600,Go to 1600
1100,*,53,Nairad,False,0,Branch,24,Rating 40%,1800,Go to 1800
1200,*,53,Nairad,False,0,Branch,30,Always,1900,Go to 1900
1300,*,53,Nairad,False,0,Branch,25,Rating 50%,1500,Go to 1500
1400,*,53,Nairad,False,0,Branch,30,Always,1900,Go to 1900
1500,*,53,Nairad,False,1,Action,550,Attack,2,Random PC
1600,*,53,Nairad,False,1,Action,551,Guard,-1,None
1700,*,53,Nairad,False,1,Action,552,Run,-1,None
1800,*,53,Nairad,False,1,Action,501,Incremus,-1,None
1900,*,53,Nairad,False,1,Action,52,Stone Ooze,13,PC W/O Stone
100,*,54,Kanezl,True,0,Branch,45,1st PC ΔLevel > 7,300,Go to 300
200,*,54,Kanezl,True,0,Branch,30,Always,400,Go to 400
300,*,54,Kanezl,True,0,Branch,30,Always,2300,Go to 2300
400,*,54,Kanezl,True,0,Branch,44,1st PC ΔLevel > 3,600,Go to 600
500,*,54,Kanezl,True,0,Branch,30,Always,700,Go to 700
600,*,54,Kanezl,True,0,Branch,25,Rating 50%,2300,Go to 2300
700,*,54,Kanezl,True,0,Branch,16,Has Silence?,1400,Go to 1400
750,*,54,Kanezl,True,0,Branch,31,Used Sacri Spells ≥ 1,1400,Go to 1400
800,*,54,Kanezl,True,0,Branch,39,Any EC HP < 25%,1100,Go to 1100
900,*,54,Kanezl,True,0,Branch,38,Any EC HP < 50%,1200,Go to 1200
1000,*,54,Kanezl,True,0,Branch,30,Always,1400,Go to 1400
1100,*,54,Kanezl,True,0,Branch,24,Rating 40%,2400,Go to 2400
1200,*,54,Kanezl,True,0,Branch,24,Rating 40%,2400,Go to 2400
1300,*,54,Kanezl,True,0,Branch,30,Always,2700,Go to 2700
1400,*,54,Kanezl,True,0,Branch,11,Turn 1,1600,Go to 1600
1500,*,54,Kanezl,True,0,Branch,24,Rating 40%,2300,Go to 2300
1600,*,54,Kanezl,True,0,Branch,23,Rating 30%,2100,Go to 2100
1700,*,54,Kanezl,True,0,Branch,23,Rating 30%,2200,Go to 2200
1800,*,54,Kanezl,True,0,Branch,24,Rating 40%,2500,Go to 2500
1900,*,54,Kanezl,True,0,Branch,26,Rating 60%,2600,Go to 2600
2000,*,54,Kanezl,True,0,Branch,30,Always,2800,Go to 2800
2100,*,54,Kanezl,True,1,Action,550,Attack,2,Random PC
2200,*,54,Kanezl,True,1,Action,551,Guard,-1,None
2300,*,54,Kanezl,True,1,Action,552,Run,-1,None
2400,*,54,Kanezl,True,1,Action,508,Sacrum,-1,None
2500,*,54,Kanezl,True,1,Action,39,Lightning Strike,2,Random PC
2600,*,54,Kanezl,True,1,Action,49,Call Allies,-1,None
2700,*,54,Kanezl,True,1,Action,100,Magic?,-1,None
2800,*,54,Kanezl,True,1,Action,113,Call Allies,-1,None
100,*,55,Mantoid,False,0,Branch,34,Used Attack Spells ≥ 2,300,Go to 300
200,*,55,Mantoid,False,0,Branch,22,Rating 20%,700,Go to 700
300,*,55,Mantoid,False,0,Branch,26,Rating 60%,600,Go to 600
400,*,55,Mantoid,False,0,Branch,28,Rating 80%,800,Go to 800
500,*,55,Mantoid,False,0,Branch,30,Always,900,Go to 900
600,*,55,Mantoid,False,1,Action,550,Attack,2,Random PC
700,*,55,Mantoid,False,1,Action,525,Pyrum,-1,None
800,*,55,Mantoid,False,1,Action,40,Terrible Bite,1,Nearest PC
900,*,55,Mantoid,False,1,Action,551,Guard,-1,None
100,*,56,Sorcerer,False,0,Branch,51,Used Focus?,1800,Go to 1800
200,*,56,Sorcerer,False,0,Branch,11,Turn 1,500,Go to 500
300,*,56,Sorcerer,False,0,Branch,12,Turn 2,500,Go to 500
400,*,56,Sorcerer,False,0,Branch,30,Always,1200,Go to 1200
500,*,56,Sorcerer,False,0,Branch,35,Used State Spells ≥ 1,700,Go to 700
600,*,56,Sorcerer,False,0,Branch,23,Rating 30%,2200,Go to 2200
700,*,56,Sorcerer,False,0,Branch,21,Rating 10%,2700,Go to 2700
800,*,56,Sorcerer,False,0,Branch,21,Rating 10%,2000,Go to 2000
900,*,56,Sorcerer,False,0,Branch,21,Rating 10%,2100,Go to 2100
1000,*,56,Sorcerer,False,0,Branch,25,Rating 50%,2500,Go to 2500
1100,*,56,Sorcerer,False,0,Branch,30,Always,2600,Go to 2600
1200,*,56,Sorcerer,False,0,Branch,31,Used Sacri Spells ≥ 1,700,Go to 700
1300,*,56,Sorcerer,False,0,Branch,1,HP < 50%,1600,Go to 1600
1400,*,56,Sorcerer,False,0,Branch,39,Any EC HP < 25%,1600,Go to 1600
1500,*,56,Sorcerer,False,0,Branch,30,Always,700,Go to 700
1600,*,56,Sorcerer,False,0,Branch,24,Rating 40%,2300,Go to 2300
1700,*,56,Sorcerer,False,0,Branch,30,Always,700,Go to 700
1800,*,56,Sorcerer,False,0,Branch,26,Rating 60%,2400,Go to 2400
1900,*,56,Sorcerer,False,0,Branch,30,Always,700,Go to 700
2000,*,56,Sorcerer,False,1,Action,550,Attack,1,Nearest PC
2100,*,56,Sorcerer,False,1,Action,551,Guard,-1,None
2200,*,56,Sorcerer,False,1,Action,502,Sylenis,15,PC W/O Silence
2300,*,56,Sorcerer,False,1,Action,507,Sacres,7,EC With Lowest HP
2400,*,56,Sorcerer,False,1,Action,518,Eternes,2,Random PC
2500,*,56,Sorcerer,False,1,Action,529,Crystalen,2,Random PC
2600,*,56,Sorcerer,False,1,Action,535,Electrulen,2,Random PC
2700,*,56,Sorcerer,False,1,Action,37,Focus,-1,None
100,*,57,Slithar,False,0,Branch,33,Used Attack Spells ≥ 1,500,Go to 500
200,*,57,Slithar,False,0,Branch,26,Rating 60%,900,Go to 900
300,*,57,Slithar,False,0,Branch,28,Rating 80%,1000,Go to 1000
400,*,57,Slithar,False,0,Branch,30,Always,1300,Go to 1300
500,*,57,Slithar,False,0,Branch,26,Rating 60%,900,Go to 900
600,*,57,Slithar,False,0,Branch,25,Rating 50%,1100,Go to 1100
700,*,57,Slithar,False,0,Branch,25,Rating 50%,1300,Go to 1300
800,*,57,Slithar,False,0,Branch,30,Always,1200,Go to 1200
900,*,57,Slithar,False,1,Action,550,Attack,2,Random PC
1000,*,57,Slithar,False,1,Action,525,Pyrum,-1,None
1100,*,57,Slithar,False,1,Action,100,Magic?,-1,None
1200,*,57,Slithar,False,1,Action,552,Run,-1,None
1300,*,57,Slithar,False,1,Action,551,Guard,-1,None
100,*,58,Golooper,False,0,Branch,1,HP < 50%,900,Go to 900
200,*,58,Golooper,False,0,Branch,25,Rating 50%,900,Go to 900
300,*,58,Golooper,False,0,Branch,24,Rating 40%,700,Go to 700
400,*,58,Golooper,False,0,Branch,23,Rating 30%,800,Go to 800
500,*,58,Golooper,False,0,Branch,35,Used State Spells ≥ 1,1100,Go to 1100
600,*,58,Golooper,False,0,Branch,30,Always,1000,Go to 1000
700,*,58,Golooper,False,1,Action,550,Attack,2,Random PC
800,*,58,Golooper,False,1,Action,551,Guard,-1,None
900,*,58,Golooper,False,1,Action,552,Run,-1,None
1000,*,58,Golooper,False,1,Action,512,Slipara,-1,None
1100,*,58,Golooper,False,1,Action,100,Magic?,-1,None
100,*,59,Alusphere,False,0,Branch,11,Turn 1,400,Go to 400
200,*,59,Alusphere,False,0,Branch,12,Turn 2,500,Go to 500
300,*,59,Alusphere,False,0,Branch,30,Always,600,Go to 600
400,*,59,Alusphere,False,0,Branch,22,Rating 20%,900,Go to 900
500,*,59,Alusphere,False,0,Branch,22,Rating 20%,900,Go to 900
600,*,59,Alusphere,False,0,Branch,21,Rating 10%,800,Go to 800
700,*,59,Alusphere,False,1,Action,550,Attack,13,PC W/O Stone
800,*,59,Alusphere,False,1,Action,551,Guard,-1,None
900,*,59,Alusphere,False,1,Action,44,Drain,17,PC W/O Weak
100,*,60,Soldier L31,False,0,Branch,23,Rating 30%,600,Go to 600
200,*,60,Soldier L31,False,0,Branch,23,Rating 30%,500,Go to 500
300,*,60,Soldier L31,False,0,Branch,21,Rating 10%,700,Go to 700
400,*,60,Soldier L31,False,1,Action,550,Attack,2,Random PC
500,*,60,Soldier L31,False,1,Action,21,Counter Stance,-1,None
600,*,60,Soldier L31,False,1,Action,250,Wind Slash,2,Random PC
700,*,60,Soldier L31,False,1,Action,551,Guard,-1,None
100,*,61,Delzool,False,0,Branch,44,1st PC ΔLevel > 3,300,Go to 300
200,*,61,Delzool,False,0,Branch,30,Always,400,Go to 400
300,*,61,Delzool,False,0,Branch,26,Rating 60%,1700,Go to 1700
400,*,61,Delzool,False,0,Branch,2,HP < 25%,600,Go to 600
500,*,61,Delzool,False,0,Branch,30,Always,700,Go to 700
600,*,61,Delzool,False,0,Branch,29,Rating 90%,1800,Go to 1800
700,*,61,Delzool,False,0,Branch,1,HP < 50%,900,Go to 900
800,*,61,Delzool,False,0,Branch,30,Always,1000,Go to 1000
900,*,61,Delzool,False,0,Branch,26,Rating 60%,1800,Go to 1800
1000,*,61,Delzool,False,0,Branch,35,Used State Spells ≥ 1,1200,Go to 1200
1100,*,61,Delzool,False,0,Branch,24,Rating 40%,1900,Go to 1900
1200,*,61,Delzool,False,0,Branch,23,Rating 30%,1800,Go to 1800
1300,*,61,Delzool,False,0,Branch,27,Rating 70%,1600,Go to 1600
1400,*,61,Delzool,False,0,Branch,26,Rating 60%,2000,Go to 2000
1500,*,61,Delzool,False,0,Branch,30,Always,1700,Go to 1700
1600,*,61,Delzool,False,1,Action,550,Attack,2,Random PC
1700,*,61,Delzool,False,1,Action,552,Run,-1,None
1800,*,61,Delzool,False,1,Action,270,Self-destruct,-1,None
1900,*,61,Delzool,False,1,Action,518,Eternes,1,Nearest PC
2000,*,61,Delzool,False,1,Action,100,Magic?,-1,None
100,*,62,Defender,False,0,Branch,5,Got Hit by Spell?,1200,Go to 1200
200,*,62,Defender,False,0,Branch,38,Any EC HP < 50%,800,Go to 800
300,*,62,Defender,False,0,Branch,25,Rating 50%,1500,Go to 1500
400,*,62,Defender,False,0,Branch,24,Rating 40%,1700,Go to 1700
500,*,62,Defender,False,0,Branch,25,Rating 50%,1800,Go to 1800
600,*,62,Defender,False,0,Branch,28,Rating 80%,1900,Go to 1900
700,*,62,Defender,False,0,Branch,30,Always,1600,Go to 1600
800,*,62,Defender,False,0,Branch,23,Rating 30%,1800,Go to 1800
900,*,62,Defender,False,0,Branch,24,Rating 40%,1700,Go to 1700
1000,*,62,Defender,False,0,Branch,31,Used Sacri Spells ≥ 1,1200,Go to 1200
1100,*,62,Defender,False,0,Branch,30,Always,1600,Go to 1600
1200,*,62,Defender,False,0,Branch,24,Rating 40%,1500,Go to 1500
1300,*,62,Defender,False,0,Branch,25,Rating 50%,1700,Go to 1700
1400,*,62,Defender,False,0,Branch,30,Always,1800,Go to 1800
1500,*,62,Defender,False,1,Action,550,Attack,2,Random PC
1600,*,62,Defender,False,1,Action,509,Sacrulen,7,EC With Lowest HP
1700,*,62,Defender,False,1,Action,534,Electrum,2,Random PC
1800,*,62,Defender,False,1,Action,19,Counter Stance,-1,None
1900,*,62,Defender,False,1,Action,551,Guard,-1,None
100,*,63,Ghrost,False,0,Branch,45,1st PC ΔLevel > 7,300,Go to 300
200,*,63,Ghrost,False,0,Branch,30,Always,400,Go to 400
300,*,63,Ghrost,False,0,Branch,28,Rating 80%,1700,Go to 1700
400,*,63,Ghrost,False,0,Branch,44,1st PC ΔLevel > 3,600,Go to 600
500,*,63,Ghrost,False,0,Branch,30,Always,700,Go to 700
600,*,63,Ghrost,False,0,Branch,24,Rating 40%,1700,Go to 1700
700,*,63,Ghrost,False,0,Branch,0,HP = 100%,1000,Go to 1000
800,*,63,Ghrost,False,0,Branch,46,Used HP Absorbs ≥ 1,1000,Go to 1000
900,*,63,Ghrost,False,0,Branch,29,Rating 90%,1900,Go to 1900
1000,*,63,Ghrost,False,0,Branch,34,Used Attack Spells ≥ 2,1200,Go to 1200
1100,*,63,Ghrost,False,0,Branch,23,Rating 30%,2100,Go to 2100
1200,*,63,Ghrost,False,0,Branch,22,Rating 20%,2200,Go to 2200
1300,*,63,Ghrost,False,0,Branch,23,Rating 30%,2000,Go to 2000
1400,*,63,Ghrost,False,0,Branch,21,Rating 10%,1700,Go to 1700
1500,*,63,Ghrost,False,0,Branch,21,Rating 10%,1800,Go to 1800
1600,*,63,Ghrost,False,1,Action,550,Attack,2,Random PC
1700,*,63,Ghrost,False,1,Action,552,Run,-1,None
1800,*,63,Ghrost,False,1,Action,551,Guard,-1,None
1900,*,63,Ghrost,False,1,Action,210,HP Absorb,3,PC With Highest HP
2000,*,63,Ghrost,False,1,Action,519,Eternum,2,Random PC
2100,*,63,Ghrost,False,1,Action,511,Noxus,-1,None
2200,*,63,Ghrost,False,1,Action,100,Magic?,-1,None
0,*,64,Graver,True,0,Branch,11,Turn 1,100,Go to 100
10,*,64,Graver,True,0,Branch,23,Rating 30%,2300,Go to 2300
100,*,64,Graver,True,0,Branch,45,1st PC ΔLevel > 7,300,Go to 300
200,*,64,Graver,True,0,Branch,30,Always,400,Go to 400
300,*,64,Graver,True,0,Branch,28,Rating 80%,2300,Go to 2300
400,*,64,Graver,True,0,Branch,44,1st PC ΔLevel > 3,600,Go to 600
500,*,64,Graver,True,0,Branch,30,Always,700,Go to 700
600,*,64,Graver,True,0,Branch,22,Rating 20%,2300,Go to 2300
700,*,64,Graver,True,0,Branch,17,ECs Alive = 1,900,Go to 900
800,*,64,Graver,True,0,Branch,30,Always,1100,Go to 1100
900,*,64,Graver,True,0,Branch,16,Has Silence?,1100,Go to 1100
950,*,64,Graver,True,0,Branch,36,Used State Spells ≥ 2,1100,Go to 1100
1000,*,64,Graver,True,0,Branch,24,Rating 40%,2500,Go to 2500
1100,*,64,Graver,True,0,Branch,0,HP = 100%,1400,Go to 1400
1200,*,64,Graver,True,0,Branch,46,Used HP Absorbs ≥ 1,1400,Go to 1400
1300,*,64,Graver,True,0,Branch,25,Rating 50%,2400,Go to 2400
1400,*,64,Graver,True,0,Branch,25,Rating 50%,2100,Go to 2100
1500,*,64,Graver,True,0,Branch,24,Rating 40%,2200,Go to 2200
1600,*,64,Graver,True,0,Branch,65,PCs Alive = 4,1800,Go to 1800
1700,*,64,Graver,True,0,Branch,30,Always,2600,Go to 2600
1800,*,64,Graver,True,0,Branch,16,Has Silence?,2600,Go to 2600
1850,*,64,Graver,True,0,Branch,36,Used State Spells ≥ 2,2600,Go to 2600
1900,*,64,Graver,True,0,Branch,24,Rating 40%,2500,Go to 2500
2000,*,64,Graver,True,0,Branch,24,Rating 40%,2600,Go to 2600
2100,*,64,Graver,True,1,Action,550,Attack,2,Random PC
2200,*,64,Graver,True,1,Action,551,Guard,-1,None
2300,*,64,Graver,True,1,Action,552,Run,-1,None
2400,*,64,Graver,True,1,Action,210,HP Absorb,3,PC With Highest HP
2500,*,64,Graver,True,1,Action,510,Noxi,2,Random PC
2600,*,64,Graver,True,1,Action,100,Magic?,-1,None
100,*,65,Shrilp,False,0,Branch,36,Used State Spells ≥ 2,700,Go to 700
200,*,65,Shrilp,False,0,Branch,11,Turn 1,500,Go to 500
300,*,65,Shrilp,False,0,Branch,12,Turn 2,500,Go to 500
400,*,65,Shrilp,False,0,Branch,30,Always,600,Go to 600
500,*,65,Shrilp,False,0,Branch,22,Rating 20%,1700,Go to 1700
600,*,65,Shrilp,False,0,Branch,21,Rating 10%,1700,Go to 1700
700,*,65,Shrilp,False,0,Branch,47,Used HP Absorbs ≥ 2,1300,Go to 1300
800,*,65,Shrilp,False,0,Branch,2,HP < 25%,1100,Go to 1100
900,*,65,Shrilp,False,0,Branch,0,HP = 100%,1300,Go to 1300
1000,*,65,Shrilp,False,0,Branch,30,Always,1200,Go to 1200
1100,*,65,Shrilp,False,0,Branch,24,Rating 40%,1800,Go to 1800
1200,*,65,Shrilp,False,0,Branch,22,Rating 20%,1800,Go to 1800
1300,*,65,Shrilp,False,0,Branch,28,Rating 80%,1500,Go to 1500
1400,*,65,Shrilp,False,0,Branch,30,Always,1600,Go to 1600
1500,*,65,Shrilp,False,1,Action,550,Attack,2,Random PC
1600,*,65,Shrilp,False,1,Action,551,Guard,-1,None
1700,*,65,Shrilp,False,1,Action,505,Drilnos,-1,None
1800,*,65,Shrilp,False,1,Action,212,HP Absorb,3,PC With Highest HP
100,*,66,Cerosik,False,0,Branch,33,Used Attack Spells ≥ 1,300,Go to 300
200,*,66,Cerosik,False,0,Branch,22,Rating 20%,900,Go to 900
300,*,66,Cerosik,False,0,Branch,35,Used State Spells ≥ 1,500,Go to 500
400,*,66,Cerosik,False,0,Branch,22,Rating 20%,800,Go to 800
500,*,66,Cerosik,False,0,Branch,21,Rating 10%,700,Go to 700
600,*,66,Cerosik,False,1,Action,550,Attack,2,Random PC
700,*,66,Cerosik,False,1,Action,551,Guard,-1,None
800,*,66,Cerosik,False,1,Action,503,Panika,14,PC W/O Confusion
900,*,66,Cerosik,False,1,Action,528,Crystalum,2,Random PC
100,*,67,Carnilak,False,0,Branch,50,Used S-Move?,500,Go to 500
200,*,67,Carnilak,False,0,Branch,25,Rating 50%,700,Go to 700
300,*,67,Carnilak,False,0,Branch,26,Rating 60%,900,Go to 900
400,*,67,Carnilak,False,0,Branch,30,Always,1000,Go to 1000
500,*,67,Carnilak,False,0,Branch,28,Rating 80%,700,Go to 700
600,*,67,Carnilak,False,0,Branch,30,Always,800,Go to 800
700,*,67,Carnilak,False,1,Action,550,Attack,2,Random PC
800,*,67,Carnilak,False,1,Action,551,Guard,-1,None
900,*,67,Carnilak,False,1,Action,26,Death Blossom,2,Random PC
1000,*,67,Carnilak,False,1,Action,191,Slumber Dust,-1,None
100,*,68,Valgand,False,0,Branch,45,1st PC ΔLevel > 7,300,Go to 300
200,*,68,Valgand,False,0,Branch,30,Always,400,Go to 400
300,*,68,Valgand,False,0,Branch,25,Rating 50%,700,Go to 700
400,*,68,Valgand,False,0,Branch,22,Rating 20%,600,Go to 600
500,*,68,Valgand,False,1,Action,550,Attack,2,Random PC
600,*,68,Valgand,False,1,Action,551,Guard,-1,None
700,*,68,Valgand,False,1,Action,552,Run,-1,None
100,*,69,Berserker,False,1,Action,550,Attack,2,Random PC
100,*,70,Lurgel Tank,False,0,Branch,50,Used S-Move?,400,Go to 400
200,*,70,Lurgel Tank,False,0,Branch,24,Rating 40%,600,Go to 600
300,*,70,Lurgel Tank,False,0,Branch,30,Always,700,Go to 700
400,*,70,Lurgel Tank,False,0,Branch,27,Rating 70%,600,Go to 600
500,*,70,Lurgel Tank,False,0,Branch,30,Always,700,Go to 700
600,*,70,Lurgel Tank,False,1,Action,550,Attack,2,Random PC
700,*,70,Lurgel Tank,False,1,Action,30,Wheel Blast,2,Random PC
100,*,71,Tenkou,False,0,Branch,11,Turn 1,400,Go to 400
200,*,71,Tenkou,False,0,Branch,12,Turn 2,700,Go to 700
300,*,71,Tenkou,False,0,Branch,30,Always,800,Go to 800
400,*,71,Tenkou,False,0,Branch,22,Rating 20%,1400,Go to 1400
500,*,71,Tenkou,False,0,Branch,22,Rating 20%,1500,Go to 1500
600,*,71,Tenkou,False,0,Branch,30,Always,1000,Go to 1000
700,*,71,Tenkou,False,0,Branch,24,Rating 40%,1600,Go to 1600
800,*,71,Tenkou,False,0,Branch,43,Used Sacri Crystals ≥ 2,1000,Go to 1000
900,*,71,Tenkou,False,0,Branch,22,Rating 20%,1600,Go to 1600
1000,*,71,Tenkou,False,0,Branch,28,Rating 80%,1200,Go to 1200
1100,*,71,Tenkou,False,0,Branch,30,Always,1300,Go to 1300
1200,*,71,Tenkou,False,1,Action,550,Attack,2,Random PC
1300,*,71,Tenkou,False,1,Action,551,Guard,-1,None
1400,*,71,Tenkou,False,1,Action,116,Power Potion,11,EC W/O Strengthen
1500,*,71,Tenkou,False,1,Action,117,Speed Potion,-1,None
1600,*,71,Tenkou,False,1,Action,118,Sacres Crystal,7,EC With Lowest HP
0,*,72,Patrol Guard,True,0,Branch,11,Turn 1,1000,Go to 1000
10,*,72,Patrol Guard,True,0,Branch,30,Always,2000,Go to 2000
1000,*,72,Patrol Guard,True,0,Branch,23,Rating 30%,10020,Quika
2000,*,72,Patrol Guard,True,0,Branch,42,Used Sacri Crystals ≥ 1,2100,Go to 2100
2010,*,72,Patrol Guard,True,0,Branch,38,Any EC HP < 50%,2030,Go to 2030
2020,*,72,Patrol Guard,True,0,Branch,30,Always,2100,Go to 2100
2030,*,72,Patrol Guard,True,0,Branch,26,Rating 60%,10040,Sacri Crystal
2100,*,72,Patrol Guard,True,0,Branch,16,Has Silence?,2200,Go to 2200
2110,*,72,Patrol Guard,True,0,Branch,33,Used Attack Spells ≥ 1,2200,Go to 2200
2120,*,72,Patrol Guard,True,0,Branch,24,Rating 40%,10030,Electri
2200,*,72,Patrol Guard,True,0,Branch,22,Rating 20%,10010,Guard
10000,*,72,Patrol Guard,True,1,Action,550,Attack,2,Random PC
10010,*,72,Patrol Guard,True,1,Action,551,Guard,-1,None
10020,*,72,Patrol Guard,True,1,Action,513,Quika,-1,None
10030,*,72,Patrol Guard,True,1,Action,532,Electri,2,Random PC
10040,*,72,Patrol Guard,True,1,Action,79,Sacri Crystal,7,EC With Lowest HP
100,*,73,Mine Patrol,True,0,Branch,11,Turn 1,400,Go to 400
200,*,73,Mine Patrol,True,0,Branch,12,Turn 2,600,Go to 600
300,*,73,Mine Patrol,True,0,Branch,30,Always,700,Go to 700
400,*,73,Mine Patrol,True,0,Branch,22,Rating 20%,1300,Go to 1300
500,*,73,Mine Patrol,True,0,Branch,30,Always,700,Go to 700
600,*,73,Mine Patrol,True,0,Branch,21,Rating 10%,1300,Go to 1300
700,*,73,Mine Patrol,True,0,Branch,26,Rating 60%,1100,Go to 1100
800,*,73,Mine Patrol,True,0,Branch,24,Rating 40%,1200,Go to 1200
900,*,73,Mine Patrol,True,0,Branch,16,Has Silence?,1100,Go to 1100
950,*,73,Mine Patrol,True,0,Branch,34,Used Attack Spells ≥ 2,1100,Go to 1100
1000,*,73,Mine Patrol,True,0,Branch,30,Always,1400,Go to 1400
1100,*,73,Mine Patrol,True,1,Action,550,Attack,2,Random PC
1200,*,73,Mine Patrol,True,1,Action,551,Guard,-1,None
1300,*,73,Mine Patrol,True,1,Action,513,Quika,-1,None
1400,*,73,Mine Patrol,True,1,Action,527,Crystales,2,Random PC
0,epevent.evp,73,Mine Patrol,True,0,Branch,11,Turn 1,1000,Go to 1000
10,epevent.evp,73,Mine Patrol,True,0,Branch,12,Turn 2,1000,Go to 1000
20,epevent.evp,73,Mine Patrol,True,0,Branch,0,HP = 100%,2000,Go to 2000
30,epevent.evp,73,Mine Patrol,True,0,Branch,42,Used Sacri Crystals ≥ 1,2000,Go to 2000
40,epevent.evp,73,Mine Patrol,True,0,Branch,25,Rating 50%,10040,Sacri Crystal
1000,epevent.evp,73,Mine Patrol,True,0,Branch,16,Has Silence?,2000,Go to 2000
1010,epevent.evp,73,Mine Patrol,True,0,Branch,35,Used State Spells ≥ 1,2000,Go to 2000
1020,epevent.evp,73,Mine Patrol,True,0,Branch,25,Rating 50%,10020,Quika
1030,epevent.evp,73,Mine Patrol,True,0,Branch,12,Turn 2,10020,Quika
2000,epevent.evp,73,Mine Patrol,True,0,Branch,26,Rating 60%,10000,Attack
2010,epevent.evp,73,Mine Patrol,True,0,Branch,24,Rating 40%,10010,Guard
2020,epevent.evp,73,Mine Patrol,True,0,Branch,16,Has Silence?,2000,Go to 2000
2030,epevent.evp,73,Mine Patrol,True,0,Branch,30,Always,10030,Crystales
10000,epevent.evp,73,Mine Patrol,True,1,Action,550,Attack,2,Random PC
10010,epevent.evp,73,Mine Patrol,True,1,Action,551,Guard,-1,None
10020,epevent.evp,73,Mine Patrol,True,1,Action,513,Quika,-1,None
10030,epevent.evp,73,Mine Patrol,True,1,Action,527,Crystales,2,Random PC
10040,epevent.evp,73,Mine Patrol,True,1,Action,79,Sacri Crystal,22,Self
10050,epevent.evp,73,Mine Patrol,True,1,Action,79,Sacri Crystal,7,EC With Lowest HP
100,*,74,Forst Worm,False,0,Branch,1,HP < 50%,700,Go to 700
200,*,74,Forst Worm,False,0,Branch,23,Rating 30%,1200,Go to 1200
300,*,74,Forst Worm,False,0,Branch,22,Rating 20%,1300,Go to 1300
400,*,74,Forst Worm,False,0,Branch,26,Rating 60%,1400,Go to 1400
500,*,74,Forst Worm,False,0,Branch,24,Rating 40%,1500,Go to 1500
600,*,74,Forst Worm,False,0,Branch,30,Always,1600,Go to 1600
700,*,74,Forst Worm,False,0,Branch,23,Rating 30%,1200,Go to 1200
800,*,74,Forst Worm,False,0,Branch,21,Rating 10%,1300,Go to 1300
900,*,74,Forst Worm,False,0,Branch,23,Rating 30%,1400,Go to 1400
1000,*,74,Forst Worm,False,0,Branch,26,Rating 60%,1500,Go to 1500
1100,*,74,Forst Worm,False,0,Branch,30,Always,1600,Go to 1600
1200,*,74,Forst Worm,False,1,Action,550,Attack,2,Random PC
1300,*,74,Forst Worm,False,1,Action,551,Guard,-1,None
1400,*,74,Forst Worm,False,1,Action,503,Panika,14,PC W/O Confusion
1500,*,74,Forst Worm,False,1,Action,529,Crystalen,2,Random PC
1600,*,74,Forst Worm,False,1,Action,38,Eternal Freeze,-1,None
100,*,75,Destroyer L13b,True,0,Branch,11,Turn 1,900,Go to 900
200,*,75,Destroyer L13b,True,0,Branch,12,Turn 2,800,Go to 800
300,*,75,Destroyer L13b,True,0,Branch,13,Turn 3,700,Go to 700
400,*,75,Destroyer L13b,True,0,Branch,14,Turn 4,600,Go to 600
500,*,75,Destroyer L13b,True,0,Branch,27,Rating 70%,1500,Go to 1500
600,*,75,Destroyer L13b,True,0,Branch,25,Rating 50%,1500,Go to 1500
700,*,75,Destroyer L13b,True,0,Branch,23,Rating 30%,1500,Go to 1500
800,*,75,Destroyer L13b,True,0,Branch,21,Rating 10%,1500,Go to 1500
900,*,75,Destroyer L13b,True,0,Branch,24,Rating 40%,1400,Go to 1400
1000,*,75,Destroyer L13b,True,0,Branch,25,Rating 50%,1700,Go to 1700
1100,*,75,Destroyer L13b,True,0,Branch,25,Rating 50%,1300,Go to 1300
1200,*,75,Destroyer L13b,True,0,Branch,30,Always,1600,Go to 1600
1300,*,75,Destroyer L13b,True,1,Action,551,Guard,-1,None
1400,*,75,Destroyer L13b,True,1,Action,74,Call Allies,-1,None
1500,*,75,Destroyer L13b,True,1,Action,97,Emergency,-1,None
1600,*,75,Destroyer L13b,True,1,Action,112,Call Allies,-1,None
1700,*,75,Destroyer L13b,True,1,Action,160,Search,14,PC W/O Confusion
100,*,76,Marauder,False,1,Action,550,Attack,2,Random PC
100,*,77,Guardian,False,0,Branch,48,Used Target Search?,900,Go to 900
200,*,77,Guardian,False,0,Branch,11,Turn 1,1200,Go to 1200
300,*,77,Guardian,False,0,Branch,5,Got Hit by Spell?,1200,Go to 1200
400,*,77,Guardian,False,0,Branch,23,Rating 30%,1200,Go to 1200
500,*,77,Guardian,False,0,Branch,22,Rating 20%,1300,Go to 1300
600,*,77,Guardian,False,0,Branch,22,Rating 20%,1400,Go to 1400
700,*,77,Guardian,False,0,Branch,29,Rating 90%,1100,Go to 1100
800,*,77,Guardian,False,0,Branch,30,Always,1500,Go to 1500
900,*,77,Guardian,False,0,Branch,25,Rating 50%,1300,Go to 1300
1000,*,77,Guardian,False,0,Branch,30,Always,1400,Go to 1400
1100,*,77,Guardian,False,1,Action,550,Attack,2,Random PC
1200,*,77,Guardian,False,1,Action,9,Target Search,-1,None
1300,*,77,Guardian,False,1,Action,99,Blaster,2,Random PC
