Entry ID,[Entry name],[Finalized],Category ID,[Category name],Effect ID,[Effect name],Scope ID,[Scope name],Effect value #0,Effect value #1,Element ID,[Element name],Type ID,[Type name],Unk. #0,Unk. #1,State ID,[State name],State miss%
248,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
249,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
250,Wind Slash,False,0,Super Move,0,Damage,103,Character line #3,16,15,3,Blue,0,Physical,0,0,0,Poison,0
251,Sonic Wave,True,0,Super Move,0,Damage,103,Character line #3,16,15,4,Yellow,0,Physical,0,0,0,Poison,0
252,欠番,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
253,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
254,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
255,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
256,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
257,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
258,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
259,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
260,Quake,False,0,Super Move,0,Damage,2,All characters,16,20,2,Purple,0,Physical,0,0,0,Poison,0
261,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
262,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
263,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
264,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
265,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
266,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
267,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
268,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
269,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
270,Self-destruct,False,0,Super Move,62,Damage + Defeat user,200,Characters nearby #0,16,40,0,Green,0,Physical,16,17,0,Poison,100
271,Poison Explode,False,0,Super Move,62,Damage + Defeat user,200,Characters nearby #0,16,40,0,Green,0,Physical,16,17,0,Poison,50
272,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
273,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
274,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
275,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
276,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
277,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
278,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
279,ダミー,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
280,Chak Mol,False,0,Super Move,72,Add Fatigue + Damage,2,All characters,16,30,0,Green,0,Physical,16,17,6,Fatigue,70
281,Golden Flurry,False,0,Super Move,70,Add Confusion + Damage,2,All characters,16,30,3,Blue,0,Physical,16,17,4,Confusion,70
282,Bodyguard,False,0,Super Move,43,Call enemy,0,None,248,0,0,Green,0,Physical,0,0,0,Poison,0
283,Berserk Rupee,False,0,Super Move,0,Damage,1,One character,16,90,1,Red,0,Physical,0,0,0,Poison,0
284,Legendary Fire,False,0,Super Move,72,Add Fatigue + Damage,1,One character,16,20,1,Red,0,Physical,16,17,6,Fatigue,70
285,Legendary Punch,False,0,Super Move,0,Damage,1,One character,16,40,1,Red,0,Physical,0,0,0,Poison,0
286,Legendary Charge,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
287,Sacri Crystal,False,0,Super Move,31,Recover HP,3,One enemy,400,0,0,Green,0,Physical,0,0,0,Poison,0
288,Cutlass Wrath,False,0,Super Move,0,Damage,1,One character,16,40,6,Neutral,0,Physical,0,0,0,Poison,0
289,Revenge,False,0,Super Move,38,Counter attack + Guard,5,User,0,0,0,Green,0,Physical,0,0,0,Poison,0
290,Anita Burst,False,0,Super Move,0,Damage,2,All characters,16,30,1,Red,0,Physical,0,0,0,Poison,0
291,Anita Shield,False,0,Super Move,39,Block magic,4,All enemies,0,0,0,Green,0,Physical,0,0,0,Poison,0
292,Pipes of Doom,False,0,Super Move,43,Call enemy,0,None,251,0,0,Green,0,Physical,0,0,0,Poison,0
293,Explosive Powder,False,0,Super Move,0,Damage,2,All characters,16,40,1,Red,0,Physical,0,0,0,Poison,0
294,Magic Lamp,False,0,Super Move,16,Add Weak,2,All characters,0,0,0,Green,0,Physical,0,0,0,Poison,0
295,Medicine Box,False,0,Super Move,78,Add Quickened + Add Regenerate + Add Strengthen,5,User,0,0,0,Green,0,Physical,0,0,0,Poison,0
296,Vase of Echos,False,0,Super Move,26,Add Weak,2,All characters,0,0,0,Green,0,Physical,1,1,8,Weak,90
297,Moonstone Blast,False,0,Super Move,68,Add Unconscious + Damage #2,1,One character,16,30,4,Yellow,0,Physical,16,17,1,Unconscious,60
298,Charge,False,0,Super Move,43,Call enemy,0,None,254,0,0,Green,0,Physical,0,0,0,Poison,0
299,Rampage,False,0,Super Move,0,Damage,1,One character,16,70,4,Yellow,0,Physical,0,0,0,Poison,0
300,Sidewinder,False,0,Super Move,0,Damage,2,All characters,16,30,4,Yellow,0,Physical,0,0,0,Poison,0
301,Target Search,False,0,Super Move,-1,None,0,None,0,0,0,Green,0,Physical,0,0,0,Poison,0
302,Tempest Dance,False,0,Super Move,0,Damage,1,One character,16,40,6,Neutral,0,Physical,0,0,0,Poison,0
303,Tempest Dance,False,0,Super Move,0,Damage,1,One character,16,50,6,Neutral,0,Physical,0,0,0,Poison,0
304,Tempest Dance,False,0,Super Move,0,Damage,1,One character,16,60,6,Neutral,0,Physical,0,0,0,Poison,0
305,Tempest Dance,False,0,Super Move,0,Damage,1,One character,16,50,6,Neutral,0,Physical,0,0,0,Poison,0
306,Deluge,False,0,Super Move,0,Damage,2,All characters,16,25,6,Neutral,0,Physical,0,0,0,Poison,0
307,Vigoro's Charm,False,0,Super Move,70,Add Confusion + Damage,1,One character,16,5,1,Red,0,Physical,16,17,4,Confusion,0
308,Bodyguard,False,0,Super Move,43,Call enemy,0,None,250,0,0,Green,0,Physical,0,0,0,Poison,0
