Entry ID,[Filter],[Enemy ID],[JP enemy name],[Finalized],Instr. type ID,[Instr. type name],Instr. ID,[Instr. name],Instr. param. ID,[Instr. param. name]
21,*,85,Imezl,False,1,Action,550,Attack,2,Random character
22,*,85,Imezl,False,1,Action,551,Guard,-1,None
23,*,85,Imezl,False,1,Action,552,Run,-1,None
24,*,85,Imezl,False,1,Action,508,Sacrum,-1,None
25,*,85,Imezl,False,1,Action,49,Call Allies,-1,None
26,*,85,Imezl,False,1,Action,50,Call Allies,-1,None
27,*,85,Imezl,False,1,Action,100,Magic?,-1,None
28,*,85,Imezl,False,1,Action,113,Call Allies,-1,None
1,*,86,Lurker,False,0,Strategy,45,???,3,???
2,*,86,Lurker,False,0,Strategy,30,???,4,???
3,*,86,Lurker,False,0,Strategy,28,???,15,???
4,*,86,Lurker,False,0,Strategy,44,???,6,???
5,*,86,Lurker,False,0,Strategy,30,???,7,???
6,*,86,Lurker,False,0,Strategy,24,???,15,???
7,*,86,Lurker,False,0,Strategy,0,???,10,???
8,*,86,Lurker,False,0,Strategy,46,???,10,???
9,*,86,Lurker,False,0,Strategy,26,???,17,???
10,*,86,Lurker,False,0,Strategy,50,???,12,???
11,*,86,Lurker,False,0,Strategy,23,???,18,???
12,*,86,Lurker,False,0,Strategy,21,???,16,???
13,*,86,Lurker,False,0,Strategy,22,???,15,???
14,*,86,Lurker,False,1,Action,550,Attack,2,Random character
15,*,86,Lurker,False,1,Action,552,Run,-1,None
16,*,86,Lurker,False,1,Action,551,Guard,-1,None
17,*,86,Lurker,False,1,Action,210,HP Absorb,3,Character with most HP
18,*,86,Lurker,False,1,Action,56,Thunder Storm,-1,None
1,*,87,Jellikra,False,0,Strategy,11,???,4,???
2,*,87,Jellikra,False,0,Strategy,12,???,5,???
3,*,87,Jellikra,False,0,Strategy,30,???,6,???
4,*,87,Jellikra,False,0,Strategy,22,???,15,???
5,*,87,Jellikra,False,0,Strategy,22,???,9,???
6,*,87,Jellikra,False,0,Strategy,26,???,13,???
7,*,87,Jellikra,False,0,Strategy,28,???,11,???
8,*,87,Jellikra,False,0,Strategy,30,???,14,???
9,*,87,Jellikra,False,0,Strategy,49,???,17,???
10,*,87,Jellikra,False,0,Strategy,30,???,15,???
11,*,87,Jellikra,False,0,Strategy,49,???,17,???
12,*,87,Jellikra,False,0,Strategy,30,???,16,???
13,*,87,Jellikra,False,1,Action,550,Attack,2,Random character
14,*,87,Jellikra,False,1,Action,552,Run,-1,None
15,*,87,Jellikra,False,1,Action,505,Drilnos,-1,None
16,*,87,Jellikra,False,1,Action,531,Wevlum,2,Random character
17,*,87,Jellikra,False,1,Action,100,Magic?,-1,None
1,*,88,Scorpon,False,0,Strategy,45,???,3,???
2,*,88,Scorpon,False,0,Strategy,30,???,4,???
3,*,88,Scorpon,False,0,Strategy,24,???,7,???
4,*,88,Scorpon,False,0,Strategy,21,???,7,???
5,*,88,Scorpon,False,0,Strategy,21,???,8,???
6,*,88,Scorpon,False,1,Action,550,Attack,1,Common character
7,*,88,Scorpon,False,1,Action,552,Run,-1,None
8,*,88,Scorpon,False,1,Action,551,Guard,-1,None
1,*,89,Arclooper,False,0,Strategy,1,???,11,???
2,*,89,Arclooper,False,0,Strategy,25,???,11,???
3,*,89,Arclooper,False,0,Strategy,11,???,5,???
4,*,89,Arclooper,False,0,Strategy,30,???,6,???
5,*,89,Arclooper,False,0,Strategy,25,???,12,???
6,*,89,Arclooper,False,0,Strategy,24,???,9,???
7,*,89,Arclooper,False,0,Strategy,23,???,10,???
8,*,89,Arclooper,False,0,Strategy,33,???,13,???
9,*,89,Arclooper,False,1,Action,550,Attack,2,Random character
10,*,89,Arclooper,False,1,Action,551,Guard,-1,None
11,*,89,Arclooper,False,1,Action,552,Run,-1,None
12,*,89,Arclooper,False,1,Action,502,Sylenis,15,Character without Silence
13,*,89,Arclooper,False,1,Action,100,Magic?,-1,None
1,*,90,Tsorok,Undefined,0,Strategy,44,???,3,???
2,*,90,Tsorok,Undefined,0,Strategy,30,???,4,???
3,*,90,Tsorok,Undefined,0,Strategy,24,???,12,???
4,*,90,Tsorok,Undefined,0,Strategy,0,???,7,???
5,*,90,Tsorok,Undefined,0,Strategy,46,???,7,???
6,*,90,Tsorok,Undefined,0,Strategy,25,???,13,???
7,*,90,Tsorok,Undefined,0,Strategy,33,???,9,???
8,*,90,Tsorok,Undefined,0,Strategy,24,???,14,???
9,*,90,Tsorok,Undefined,0,Strategy,21,???,12,???
10,*,90,Tsorok,Undefined,0,Strategy,21,???,15,???
11,*,90,Tsorok,Undefined,1,Action,550,Attack,2,Random character
12,*,90,Tsorok,Undefined,1,Action,552,Run,-1,None
13,*,90,Tsorok,Undefined,1,Action,211,HP Absorb,3,Character with most HP
14,*,90,Tsorok,Undefined,1,Action,533,Electres,2,Random character
15,*,90,Tsorok,Undefined,1,Action,551,Guard,-1,None
1,*,91,Sentry,False,0,Strategy,52,???,12,???
2,*,91,Sentry,False,0,Strategy,11,???,6,???
3,*,91,Sentry,False,0,Strategy,27,???,9,???
4,*,91,Sentry,False,0,Strategy,24,???,10,???
5,*,91,Sentry,False,0,Strategy,30,???,11,???
6,*,91,Sentry,False,0,Strategy,24,???,9,???
7,*,91,Sentry,False,0,Strategy,22,???,10,???
8,*,91,Sentry,False,0,Strategy,30,???,11,???
9,*,91,Sentry,False,1,Action,550,Attack,2,Random character
10,*,91,Sentry,False,1,Action,551,Guard,-1,None
11,*,91,Sentry,False,1,Action,13,Charge,-1,None
12,*,91,Sentry,False,1,Action,75,Discharge,-1,None
1,*,92,Langry,Undefined,0,Strategy,44,???,3,???
2,*,92,Langry,Undefined,0,Strategy,30,???,4,???
3,*,92,Langry,Undefined,0,Strategy,28,???,16,???
4,*,92,Langry,Undefined,0,Strategy,17,???,10,???
5,*,92,Langry,Undefined,0,Strategy,25,???,13,???
6,*,92,Langry,Undefined,0,Strategy,25,???,14,???
7,*,92,Langry,Undefined,0,Strategy,26,???,15,???
8,*,92,Langry,Undefined,0,Strategy,25,???,16,???
9,*,92,Langry,Undefined,0,Strategy,30,???,17,???
10,*,92,Langry,Undefined,0,Strategy,25,???,14,???
11,*,92,Langry,Undefined,0,Strategy,25,???,15,???
12,*,92,Langry,Undefined,0,Strategy,30,???,16,???
13,*,92,Langry,Undefined,1,Action,550,Attack,2,Random character
14,*,92,Langry,Undefined,1,Action,82,Call Allies,-1,None
15,*,92,Langry,Undefined,1,Action,98,Call Allies,-1,None
16,*,92,Langry,Undefined,1,Action,552,Run,-1,None
17,*,92,Langry,Undefined,1,Action,551,Guard,-1,None
1,*,93,Durel Beetle,Undefined,0,Strategy,17,???,15,???
2,*,93,Durel Beetle,Undefined,0,Strategy,36,???,10,???
3,*,93,Durel Beetle,Undefined,0,Strategy,22,???,19,???
4,*,93,Durel Beetle,Undefined,0,Strategy,23,???,20,???
5,*,93,Durel Beetle,Undefined,0,Strategy,24,???,18,???
6,*,93,Durel Beetle,Undefined,0,Strategy,24,???,21,???
7,*,93,Durel Beetle,Undefined,0,Strategy,24,???,22,???
8,*,93,Durel Beetle,Undefined,0,Strategy,25,???,23,???
9,*,93,Durel Beetle,Undefined,0,Strategy,30,???,24,???
10,*,93,Durel Beetle,Undefined,0,Strategy,25,???,18,???
11,*,93,Durel Beetle,Undefined,0,Strategy,24,???,21,???
12,*,93,Durel Beetle,Undefined,0,Strategy,26,???,22,???
13,*,93,Durel Beetle,Undefined,0,Strategy,25,???,23,???
14,*,93,Durel Beetle,Undefined,0,Strategy,30,???,24,???
15,*,93,Durel Beetle,Undefined,0,Strategy,24,???,21,???
16,*,93,Durel Beetle,Undefined,0,Strategy,25,???,22,???
17,*,93,Durel Beetle,Undefined,0,Strategy,30,???,23,???
18,*,93,Durel Beetle,Undefined,1,Action,550,Attack,2,Random character
19,*,93,Durel Beetle,Undefined,1,Action,504,Driln,17,Character without Weak
20,*,93,Durel Beetle,Undefined,1,Action,512,Slipara,16,Character without Sleep
21,*,93,Durel Beetle,Undefined,1,Action,78,Call Allies,-1,None
22,*,93,Durel Beetle,Undefined,1,Action,111,Call Allies,-1,None
23,*,93,Durel Beetle,Undefined,1,Action,552,Run,-1,None
24,*,93,Durel Beetle,Undefined,1,Action,551,Guard,-1,None
1,*,94,Totelm,Undefined,0,Strategy,11,???,5,???
2,*,94,Totelm,Undefined,0,Strategy,28,???,7,???
3,*,94,Totelm,Undefined,0,Strategy,25,???,8,???
4,*,94,Totelm,Undefined,0,Strategy,30,???,9,???
5,*,94,Totelm,Undefined,0,Strategy,26,???,8,???
6,*,94,Totelm,Undefined,0,Strategy,30,???,9,???
7,*,94,Totelm,Undefined,1,Action,550,Attack,2,Random character
8,*,94,Totelm,Undefined,1,Action,551,Guard,-1,None
9,*,94,Totelm,Undefined,1,Action,58,Assess Damage,-1,None
1,*,95,Thryllak,False,0,Strategy,44,???,3,???
2,*,95,Thryllak,False,0,Strategy,30,???,4,???
3,*,95,Thryllak,False,0,Strategy,24,???,13,???
4,*,95,Thryllak,False,0,Strategy,40,???,15,???
5,*,95,Thryllak,False,0,Strategy,11,???,7,???
6,*,95,Thryllak,False,0,Strategy,30,???,8,???
7,*,95,Thryllak,False,0,Strategy,25,???,14,???
8,*,95,Thryllak,False,0,Strategy,27,???,11,???
9,*,95,Thryllak,False,0,Strategy,27,???,12,???
10,*,95,Thryllak,False,0,Strategy,30,???,13,???
11,*,95,Thryllak,False,1,Action,550,Attack,2,Random character
12,*,95,Thryllak,False,1,Action,551,Guard,-1,None
13,*,95,Thryllak,False,1,Action,552,Run,-1,None
14,*,95,Thryllak,False,1,Action,20,Gather Strength,-1,None
15,*,95,Thryllak,False,1,Action,170,Needle Storm,2,Random character
1,*,96,Stonebeak,Undefined,0,Strategy,44,???,3,???
2,*,96,Stonebeak,Undefined,0,Strategy,30,???,4,???
3,*,96,Stonebeak,Undefined,0,Strategy,27,???,8,???
4,*,96,Stonebeak,Undefined,0,Strategy,26,???,7,???
5,*,96,Stonebeak,Undefined,0,Strategy,28,???,9,???
6,*,96,Stonebeak,Undefined,0,Strategy,30,???,10,???
7,*,96,Stonebeak,Undefined,1,Action,550,Attack,2,Random character
8,*,96,Stonebeak,Undefined,1,Action,552,Run,-1,None
9,*,96,Stonebeak,Undefined,1,Action,93,Fatigue Breath,2,Random character
10,*,96,Stonebeak,Undefined,1,Action,551,Guard,-1,None
1,*,97,Razorbeak,False,0,Strategy,44,???,3,???
2,*,97,Razorbeak,False,0,Strategy,30,???,4,???
3,*,97,Razorbeak,False,0,Strategy,27,???,8,???
4,*,97,Razorbeak,False,0,Strategy,26,???,7,???
5,*,97,Razorbeak,False,0,Strategy,28,???,9,???
6,*,97,Razorbeak,False,0,Strategy,30,???,10,???
7,*,97,Razorbeak,False,1,Action,550,Attack,2,Random character
8,*,97,Razorbeak,False,1,Action,552,Run,-1,None
9,*,97,Razorbeak,False,1,Action,93,Fatigue Breath,2,Random character
10,*,97,Razorbeak,False,1,Action,551,Guard,-1,None
1,*,98,Stalk Fiend,False,0,Strategy,11,???,6,???
2,*,98,Stalk Fiend,False,0,Strategy,12,???,9,???
3,*,98,Stalk Fiend,False,0,Strategy,28,???,11,???
4,*,98,Stalk Fiend,False,0,Strategy,25,???,13,???
5,*,98,Stalk Fiend,False,0,Strategy,30,???,15,???
6,*,98,Stalk Fiend,False,0,Strategy,26,???,11,???
7,*,98,Stalk Fiend,False,0,Strategy,25,???,12,???
8,*,98,Stalk Fiend,False,0,Strategy,25,???,14,???
9,*,98,Stalk Fiend,False,0,Strategy,23,???,11,???
10,*,98,Stalk Fiend,False,0,Strategy,30,???,13,???
11,*,98,Stalk Fiend,False,1,Action,550,Attack,2,Random character
12,*,98,Stalk Fiend,False,1,Action,551,Guard,-1,None
13,*,98,Stalk Fiend,False,1,Action,507,Sacres,7,Injured enemy
14,*,98,Stalk Fiend,False,1,Action,513,Quika,-1,None
15,*,98,Stalk Fiend,False,1,Action,100,Magic?,-1,None
1,*,99,Kantor,False,0,Strategy,50,???,4,???
2,*,99,Kantor,False,0,Strategy,23,???,6,???
3,*,99,Kantor,False,0,Strategy,30,???,7,???
4,*,99,Kantor,False,0,Strategy,27,???,6,???
5,*,99,Kantor,False,0,Strategy,30,???,7,???
6,*,99,Kantor,False,1,Action,550,Attack,2,Random character
7,*,99,Kantor,False,1,Action,5,Thunder of Fury,2,Random character
1,*,100,Shadow,False,0,Strategy,11,???,4,???
2,*,100,Shadow,False,0,Strategy,12,???,5,???
3,*,100,Shadow,False,0,Strategy,30,???,6,???
4,*,100,Shadow,False,0,Strategy,24,???,12,???
5,*,100,Shadow,False,0,Strategy,22,???,12,???
6,*,100,Shadow,False,0,Strategy,24,???,10,???
7,*,100,Shadow,False,0,Strategy,25,???,13,???
8,*,100,Shadow,False,0,Strategy,27,???,14,???
9,*,100,Shadow,False,0,Strategy,30,???,11,???
10,*,100,Shadow,False,1,Action,550,Attack,4,Character with least HP
11,*,100,Shadow,False,1,Action,551,Guard,-1,None
12,*,100,Shadow,False,1,Action,502,Sylenis,20,Character with highest Will
13,*,100,Shadow,False,1,Action,522,Wevlen,2,Random character
14,*,100,Shadow,False,1,Action,12,Death Strike,3,Character with most HP
1,*,101,Assassin,False,0,Strategy,11,???,4,???
2,*,101,Assassin,False,0,Strategy,12,???,5,???
3,*,101,Assassin,False,0,Strategy,30,???,6,???
4,*,101,Assassin,False,0,Strategy,22,???,12,???
5,*,101,Assassin,False,0,Strategy,21,???,12,???
6,*,101,Assassin,False,0,Strategy,25,???,10,???
7,*,101,Assassin,False,0,Strategy,21,???,13,???
8,*,101,Assassin,False,0,Strategy,27,???,14,???
9,*,101,Assassin,False,0,Strategy,30,???,11,???
10,*,101,Assassin,False,1,Action,550,Attack,4,Character with least HP
11,*,101,Assassin,False,1,Action,551,Guard,-1,None
12,*,101,Assassin,False,1,Action,502,Sylenis,20,Character with highest Will
13,*,101,Assassin,False,1,Action,522,Wevlen,2,Random character
14,*,101,Assassin,False,1,Action,12,Death Strike,3,Character with most HP
1,*,102,Officer,False,0,Strategy,5,???,12,???
2,*,102,Officer,False,0,Strategy,38,???,8,???
3,*,102,Officer,False,0,Strategy,25,???,15,???
4,*,102,Officer,False,0,Strategy,24,???,17,???
5,*,102,Officer,False,0,Strategy,25,???,18,???
6,*,102,Officer,False,0,Strategy,28,???,19,???
7,*,102,Officer,False,0,Strategy,30,???,16,???
8,*,102,Officer,False,0,Strategy,23,???,18,???
9,*,102,Officer,False,0,Strategy,24,???,17,???
10,*,102,Officer,False,0,Strategy,31,???,12,???
11,*,102,Officer,False,0,Strategy,30,???,16,???
12,*,102,Officer,False,0,Strategy,24,???,15,???
13,*,102,Officer,False,0,Strategy,25,???,17,???
14,*,102,Officer,False,0,Strategy,30,???,18,???
15,*,102,Officer,False,1,Action,550,Attack,2,Random character
16,*,102,Officer,False,1,Action,507,Sacres,7,Injured enemy
17,*,102,Officer,False,1,Action,534,Electrum,2,Random character
18,*,102,Officer,False,1,Action,19,Counter Stance,-1,None
19,*,102,Officer,False,1,Action,551,Guard,-1,None
1,*,103,Mage Warden,False,0,Strategy,11,???,4,???
2,*,103,Mage Warden,False,0,Strategy,12,???,4,???
3,*,103,Mage Warden,False,0,Strategy,30,???,12,???
4,*,103,Mage Warden,False,0,Strategy,35,???,7,???
5,*,103,Mage Warden,False,0,Strategy,24,???,20,???
6,*,103,Mage Warden,False,0,Strategy,25,???,21,???
7,*,103,Mage Warden,False,0,Strategy,22,???,25,???
8,*,103,Mage Warden,False,0,Strategy,21,???,18,???
9,*,103,Mage Warden,False,0,Strategy,21,???,19,???
10,*,103,Mage Warden,False,0,Strategy,25,???,24,???
11,*,103,Mage Warden,False,0,Strategy,30,???,23,???
12,*,103,Mage Warden,False,0,Strategy,31,???,7,???
13,*,103,Mage Warden,False,0,Strategy,1,???,16,???
14,*,103,Mage Warden,False,0,Strategy,39,???,16,???
15,*,103,Mage Warden,False,0,Strategy,30,???,7,???
16,*,103,Mage Warden,False,0,Strategy,24,???,22,???
17,*,103,Mage Warden,False,0,Strategy,30,???,7,???
18,*,103,Mage Warden,False,1,Action,550,Attack,1,Common character
19,*,103,Mage Warden,False,1,Action,551,Guard,-1,None
20,*,103,Mage Warden,False,1,Action,502,Sylenis,15,Character without Silence
21,*,103,Mage Warden,False,1,Action,504,Driln,17,Character without Weak
22,*,103,Mage Warden,False,1,Action,507,Sacres,7,Injured enemy
23,*,103,Mage Warden,False,1,Action,531,Wevlum,2,Random character
24,*,103,Mage Warden,False,1,Action,528,Crystalum,2,Random character
25,*,103,Mage Warden,False,1,Action,37,Focus,-1,None
1,*,104,Shock Troop,False,0,Strategy,42,???,5,???
2,*,104,Shock Troop,False,0,Strategy,38,???,4,???
3,*,104,Shock Troop,False,0,Strategy,30,???,5,???
4,*,104,Shock Troop,False,0,Strategy,22,???,9,???
5,*,104,Shock Troop,False,0,Strategy,21,???,10,???
6,*,104,Shock Troop,False,0,Strategy,23,???,8,???
7,*,104,Shock Troop,False,1,Action,550,Attack,2,Random character
8,*,104,Shock Troop,False,1,Action,71,Poison Gas,19,Character without Poison
9,*,104,Shock Troop,False,1,Action,72,Sacrum Crystal,-1,None
10,*,104,Shock Troop,False,1,Action,551,Guard,-1,None
1,*,105,Red Guard,False,0,Strategy,21,???,5,???
2,*,105,Red Guard,False,0,Strategy,23,???,4,???
3,*,105,Red Guard,False,1,Action,550,Attack,2,Random character
4,*,105,Red Guard,False,1,Action,70,Grenade,2,Random character
5,*,105,Red Guard,False,1,Action,551,Guard,-1,None
1,*,106,Elite Guard,False,0,Strategy,42,???,5,???
2,*,106,Elite Guard,False,0,Strategy,38,???,4,???
3,*,106,Elite Guard,False,0,Strategy,30,???,5,???
4,*,106,Elite Guard,False,0,Strategy,23,???,9,???
5,*,106,Elite Guard,False,0,Strategy,21,???,10,???
6,*,106,Elite Guard,False,0,Strategy,23,???,8,???
7,*,106,Elite Guard,False,1,Action,550,Attack,2,Random character
8,*,106,Elite Guard,False,1,Action,71,Poison Gas,19,Character without Poison
9,*,106,Elite Guard,False,1,Action,72,Sacrum Crystal,-1,None
10,*,106,Elite Guard,False,1,Action,551,Guard,-1,None
1,*,107,Jynnus,False,0,Strategy,44,???,3,???
2,*,107,Jynnus,False,0,Strategy,30,???,4,???
3,*,107,Jynnus,False,0,Strategy,27,???,15,???
4,*,107,Jynnus,False,0,Strategy,25,???,13,???
5,*,107,Jynnus,False,0,Strategy,24,???,8,???
6,*,107,Jynnus,False,0,Strategy,27,???,11,???
7,*,107,Jynnus,False,0,Strategy,30,???,14,???
8,*,107,Jynnus,False,0,Strategy,25,???,16,???
9,*,107,Jynnus,False,0,Strategy,24,???,17,???
10,*,107,Jynnus,False,0,Strategy,30,???,18,???
11,*,107,Jynnus,False,0,Strategy,35,???,20,???
12,*,107,Jynnus,False,0,Strategy,30,???,19,???
13,*,107,Jynnus,False,1,Action,550,Attack,2,Random character
14,*,107,Jynnus,False,1,Action,551,Guard,-1,None
15,*,107,Jynnus,False,1,Action,552,Run,-1,None
16,*,107,Jynnus,False,1,Action,69,Call Allies,-1,None
17,*,107,Jynnus,False,1,Action,73,Call Allies,-1,None
18,*,107,Jynnus,False,1,Action,109,Call Allies,-1,None
19,*,107,Jynnus,False,1,Action,517,Eterni,2,Random character
20,*,107,Jynnus,False,1,Action,100,Magic?,-1,None
1,*,108,Hydra Elite,False,0,Strategy,17,???,12,???
2,*,108,Hydra Elite,False,0,Strategy,16,???,8,???
3,*,108,Hydra Elite,False,0,Strategy,21,???,16,???
4,*,108,Hydra Elite,False,0,Strategy,23,???,17,???
5,*,108,Hydra Elite,False,0,Strategy,23,???,18,???
6,*,108,Hydra Elite,False,0,Strategy,28,???,15,???
7,*,108,Hydra Elite,False,0,Strategy,30,???,19,???
8,*,108,Hydra Elite,False,0,Strategy,22,???,16,???
9,*,108,Hydra Elite,False,0,Strategy,24,???,17,???
10,*,108,Hydra Elite,False,0,Strategy,28,???,15,???
11,*,108,Hydra Elite,False,0,Strategy,30,???,19,???
12,*,108,Hydra Elite,False,0,Strategy,24,???,16,???
13,*,108,Hydra Elite,False,0,Strategy,25,???,17,???
14,*,108,Hydra Elite,False,0,Strategy,30,???,15,???
15,*,108,Hydra Elite,False,1,Action,550,Attack,2,Random character
16,*,108,Hydra Elite,False,1,Action,119,Death Tackle,3,Character with most HP
17,*,108,Hydra Elite,False,1,Action,251,Sonic Wave,2,Random character
18,*,108,Hydra Elite,False,1,Action,535,Electrulen,2,Random character
19,*,108,Hydra Elite,False,1,Action,551,Guard,-1,None
1,*,109,Yulooper,False,0,Strategy,1,???,9,???
2,*,109,Yulooper,False,0,Strategy,25,???,9,???
3,*,109,Yulooper,False,0,Strategy,24,???,7,???
4,*,109,Yulooper,False,0,Strategy,23,???,8,???
5,*,109,Yulooper,False,0,Strategy,33,???,11,???
6,*,109,Yulooper,False,0,Strategy,30,???,10,???
7,*,109,Yulooper,False,1,Action,550,Attack,2,Random character
8,*,109,Yulooper,False,1,Action,551,Guard,-1,None
9,*,109,Yulooper,False,1,Action,552,Run,-1,None
10,*,109,Yulooper,False,1,Action,533,Electres,-1,None
11,*,109,Yulooper,False,1,Action,100,Magic?,-1,None
1,*,110,Hunter,False,0,Strategy,45,???,3,???
2,*,110,Hunter,False,0,Strategy,30,???,4,???
3,*,110,Hunter,False,0,Strategy,28,???,11,???
4,*,110,Hunter,False,0,Strategy,44,???,6,???
5,*,110,Hunter,False,0,Strategy,30,???,7,???
6,*,110,Hunter,False,0,Strategy,24,???,11,???
7,*,110,Hunter,False,0,Strategy,50,???,9,???
8,*,110,Hunter,False,0,Strategy,24,???,10,???
9,*,110,Hunter,False,1,Action,550,Attack,2,Random character
10,*,110,Hunter,False,1,Action,4,Laser,2,Random character
11,*,110,Hunter,False,1,Action,552,Run,-1,None
1,*,111,Zivilyn Bane,Undefined,0,Strategy,11,???,4,???
2,*,111,Zivilyn Bane,Undefined,0,Strategy,12,???,6,???
3,*,111,Zivilyn Bane,Undefined,0,Strategy,30,???,8,???
4,*,111,Zivilyn Bane,Undefined,0,Strategy,27,???,14,???
5,*,111,Zivilyn Bane,Undefined,0,Strategy,30,???,15,???
6,*,111,Zivilyn Bane,Undefined,0,Strategy,50,???,14,???
7,*,111,Zivilyn Bane,Undefined,0,Strategy,30,???,15,???
8,*,111,Zivilyn Bane,Undefined,0,Strategy,50,???,11,???
9,*,111,Zivilyn Bane,Undefined,0,Strategy,23,???,14,???
10,*,111,Zivilyn Bane,Undefined,0,Strategy,30,???,15,???
11,*,111,Zivilyn Bane,Undefined,0,Strategy,27,???,14,???
12,*,111,Zivilyn Bane,Undefined,0,Strategy,26,???,15,???
13,*,111,Zivilyn Bane,Undefined,0,Strategy,30,???,16,???
14,*,111,Zivilyn Bane,Undefined,1,Action,550,Attack,2,Random character
15,*,111,Zivilyn Bane,Undefined,1,Action,22,Burst,2,Random character
16,*,111,Zivilyn Bane,Undefined,1,Action,551,Guard,-1,None
1,*,112,Zivilyn Bane,False,0,Strategy,11,???,4,???
2,*,112,Zivilyn Bane,False,0,Strategy,12,???,6,???
3,*,112,Zivilyn Bane,False,0,Strategy,30,???,8,???
4,*,112,Zivilyn Bane,False,0,Strategy,27,???,14,???
5,*,112,Zivilyn Bane,False,0,Strategy,30,???,15,???
6,*,112,Zivilyn Bane,False,0,Strategy,50,???,14,???
7,*,112,Zivilyn Bane,False,0,Strategy,30,???,15,???
8,*,112,Zivilyn Bane,False,0,Strategy,50,???,11,???
9,*,112,Zivilyn Bane,False,0,Strategy,23,???,14,???
10,*,112,Zivilyn Bane,False,0,Strategy,30,???,15,???
11,*,112,Zivilyn Bane,False,0,Strategy,27,???,14,???
12,*,112,Zivilyn Bane,False,0,Strategy,26,???,15,???
13,*,112,Zivilyn Bane,False,0,Strategy,30,???,16,???
14,*,112,Zivilyn Bane,False,1,Action,550,Attack,4,Character with least HP
15,*,112,Zivilyn Bane,False,1,Action,22,Burst,2,Random character
16,*,112,Zivilyn Bane,False,1,Action,551,Guard,-1,None
1,*,113,Zivilyn Bane,False,0,Strategy,11,???,4,???
2,*,113,Zivilyn Bane,False,0,Strategy,12,???,6,???
3,*,113,Zivilyn Bane,False,0,Strategy,30,???,8,???
4,*,113,Zivilyn Bane,False,0,Strategy,27,???,14,???
5,*,113,Zivilyn Bane,False,0,Strategy,30,???,15,???
6,*,113,Zivilyn Bane,False,0,Strategy,50,???,14,???
7,*,113,Zivilyn Bane,False,0,Strategy,30,???,15,???
8,*,113,Zivilyn Bane,False,0,Strategy,50,???,11,???
9,*,113,Zivilyn Bane,False,0,Strategy,23,???,14,???
10,*,113,Zivilyn Bane,False,0,Strategy,30,???,15,???
11,*,113,Zivilyn Bane,False,0,Strategy,27,???,14,???
12,*,113,Zivilyn Bane,False,0,Strategy,26,???,15,???
13,*,113,Zivilyn Bane,False,0,Strategy,30,???,16,???
14,*,113,Zivilyn Bane,False,1,Action,550,Attack,4,Character with least HP
15,*,113,Zivilyn Bane,False,1,Action,22,Burst,2,Random character
16,*,113,Zivilyn Bane,False,1,Action,551,Guard,-1,None
1,*,114,Zivilyn Bane,False,0,Strategy,11,???,4,???
2,*,114,Zivilyn Bane,False,0,Strategy,12,???,6,???
3,*,114,Zivilyn Bane,False,0,Strategy,30,???,8,???
4,*,114,Zivilyn Bane,False,0,Strategy,27,???,14,???
5,*,114,Zivilyn Bane,False,0,Strategy,30,???,15,???
6,*,114,Zivilyn Bane,False,0,Strategy,50,???,14,???
7,*,114,Zivilyn Bane,False,0,Strategy,30,???,15,???
8,*,114,Zivilyn Bane,False,0,Strategy,50,???,11,???
9,*,114,Zivilyn Bane,False,0,Strategy,23,???,14,???
10,*,114,Zivilyn Bane,False,0,Strategy,30,???,15,???
11,*,114,Zivilyn Bane,False,0,Strategy,27,???,14,???
12,*,114,Zivilyn Bane,False,0,Strategy,26,???,15,???
13,*,114,Zivilyn Bane,False,0,Strategy,30,???,16,???
14,*,114,Zivilyn Bane,False,1,Action,550,Attack,4,Character with least HP
15,*,114,Zivilyn Bane,False,1,Action,22,Burst,2,Random character
16,*,114,Zivilyn Bane,False,1,Action,551,Guard,-1,None
1,*,115,Zivilyn Bane,False,0,Strategy,11,???,4,???
2,*,115,Zivilyn Bane,False,0,Strategy,12,???,6,???
3,*,115,Zivilyn Bane,False,0,Strategy,30,???,8,???
4,*,115,Zivilyn Bane,False,0,Strategy,27,???,14,???
5,*,115,Zivilyn Bane,False,0,Strategy,30,???,15,???
6,*,115,Zivilyn Bane,False,0,Strategy,50,???,14,???
7,*,115,Zivilyn Bane,False,0,Strategy,30,???,15,???
8,*,115,Zivilyn Bane,False,0,Strategy,50,???,11,???
9,*,115,Zivilyn Bane,False,0,Strategy,23,???,14,???
10,*,115,Zivilyn Bane,False,0,Strategy,30,???,15,???
11,*,115,Zivilyn Bane,False,0,Strategy,27,???,14,???
12,*,115,Zivilyn Bane,False,0,Strategy,26,???,15,???
13,*,115,Zivilyn Bane,False,0,Strategy,30,???,16,???
14,*,115,Zivilyn Bane,False,1,Action,550,Attack,4,Character with least HP
15,*,115,Zivilyn Bane,False,1,Action,22,Burst,2,Random character
16,*,115,Zivilyn Bane,False,1,Action,551,Guard,-1,None
1,*,116,Zivilyn Bane,False,0,Strategy,11,???,4,???
2,*,116,Zivilyn Bane,False,0,Strategy,12,???,6,???
3,*,116,Zivilyn Bane,False,0,Strategy,30,???,8,???
4,*,116,Zivilyn Bane,False,0,Strategy,27,???,14,???
5,*,116,Zivilyn Bane,False,0,Strategy,30,???,15,???
6,*,116,Zivilyn Bane,False,0,Strategy,50,???,14,???
7,*,116,Zivilyn Bane,False,0,Strategy,30,???,15,???
